index,날짜,번호,앨범번호,앨범이름,가수,노래제목,장르,좋아요,태그
3343107,20210706,3343107,1231776,범철스님 염불 따라하기 3 (천수경/아미타경),범철스님,반야심경,종교음악,782,#종교 #국악 #민요 #불교음악
3343109,20210706,3343109,1231777,범철스님 염불 따라하기 4 (팔양경),범철스님,천지팔양신주경,종교음악,295,#종교 #국악 #민요 #불교음악
3348065,20210706,3348065,1234952,Melody Remedy,정인,장마,R&B/Soul,"73,798",#이별 #비오는날 #그리움 #비
3351336,20210706,3351336,1237165,범철스님 염불따라하기 18 (장엄염불),범철스님,신묘장구대다라니,종교음악,68,#불교음악 #종교
3351354,20210706,3351354,1237168,범철스님 염불따라하기 14 (광명진언),범철스님,광명진언,종교음악,600,#종교 #국악 #민요 #불교음악
3363991,20210706,3363991,1247073,The Two EPs,Smokey & Miho,Blue Glasses,재즈,"4,255",#Jazz #휴식 #편안하게 #잔잔한
3378306,20210706,3378306,1257355,28,옥상달빛,"수고했어, 오늘도",포크/블루스,"89,551",#새벽 #밤 #노래추천 #잔잔
3381941,20210706,3381941,1260261,MR.TAXI / Run Devil Run,소녀시대 (GIRLS' GENERATION),MR.TAXI,J-POP,"3,905",#스트레스 #숨듣명 #노동요 #운동
3382155,20210706,3382155,1260365,한돌타래 우조 (牛調),강허달림,조율,국악,104,#팝 #인디밴드 #국악 #국악탑백
3386861,20210706,3386861,1263952,마커스 라이브,마커스,그 사랑,CCM,"15,762",#국내ccm #에센셜 #CCM탑백 #CCM
3386863,20210706,3386863,1263952,마커스 라이브,마커스,주를 위한 이곳에,CCM,"10,013",#찬양 #CCM #CCM탑백
3395469,20210706,3395469,1271453,어머니,석소영,누군가 널 위해 기도하네,종교음악,299,#가톨릭음악 #CCM #종교음악
3397448,20210706,3397448,1272951,비가 오는 날엔,비스트,비가 오는 날엔,발라드,"122,973",#추억 #이별 #노래방 #그리움
3414749,20210706,3414749,1286252,최고의 사랑 OST Part.4,아이유,내 손을 잡아,"발라드, 국내드라마","158,434",#사랑 #봄 #좋아요10만 #회상
3426772,20210706,3426772,1295353,Piano In You,이루마,Kiss The Rain,뉴에이지,"4,665",#추억 #BTS #방탄소년단 #회상
3433697,20210706,3433697,1300557,Dirty Work,All Time Low,Time-Bomb,록/메탈,"17,939",#스트레스 #아침 #활력 #운동
3457988,20210706,3457988,1317528,4,Beyonce,Love On Top,R&B/Soul,"74,938",#매장음악 #카페 #기분전환 #운동
3458290,20210706,3458290,1317566,Kaleidoscope,DJ Okawari,Flower Dance,J-POP,"83,531",#뉴에이지 #신비 #비오는날 #새벽
3463725,20210706,3463725,1321258,가시리,은희지,가시리,국악,"3,962",#사극 #감성 #아련
3472354,20210706,3472354,1328152,Lucky,스탠딩 에그,Little Star,"인디음악, 포크/블루스","126,962",#좋아요10만 #발라드 #회상
3475765,20210706,3475765,1330753,하는 일마다 잘 되리라,최준익 막시모,하는 일마다 잘 되리라,종교음악,565,#태교 #종교음악 #가톨릭음악 #CCM
3515851,20210706,3515851,1359951,A Reason To Swim,Joe Brooks,Holes Inside,포크/블루스/컨트리,"2,567",#멜로너 #휴식 #감성 #Pop
3520616,20210706,3520616,2006804,공주의 남자 OST Part.3,"J.Lee , 하동균",기다릴게,OST,"86,108",#추억 #노래방 #기분전환 #발라드
3523609,20210706,3523609,2007259,Charity Vance,Charity Vance,Two Birds,포크/블루스/컨트리,"5,611",#팝 #카페 #아침 #상쾌한
3529218,20210706,3529218,2007957,I'm Your Man,2PM,I'm Your Man,J-POP,"2,716",#Jpop탑백 #기분전환 #운동
3531408,20210706,3531408,2008205,Titanium (Feat. Sia),David Guetta,Titanium (Feat. Sia),일렉트로니카,"44,237",#운동 #EDM #스트레스
3550314,20210706,3550314,2012895,Stereo Hearts,Gym Class Heroes,Stereo Hearts (Feat. Adam Levine Of Maroon 5),록/메탈,"19,444",#힐링 #까페 #휴식
3557251,20210706,3557251,2014833,Rockin' The World,SPYAIR,サムライハ-ト / Some Like It Hot!! Samurai Heart (애니메이션 '은혼' 엔딩 테마곡),J-POP,"13,553",#애니메이션 #OST #애니
3558688,20210706,3558688,2015167,Lohengrin,Wouter Hamel,Demise,재즈,"9,856",#팝 #카페 #아침 #상쾌한
3562012,20210706,3562012,2016210,Something To Live For,Ella Fitzgerald,Misty,재즈,"23,194",#zoodasa #보사노바 #재즈 #주다사
3568565,20210706,3568565,2018589,최고의 CCM,시와 그림,임재,CCM,"4,636",#국내ccm #에센셜 #CCM탑백 #CCM
3568916,20210706,3568916,2018706,Unplugged,어쿠스틱 콜라보,"그대와 나, 설레임 (Feat. 소울맨)",포크/블루스,"111,042",#노래추천 #잔잔 #발라드
3583539,20210706,3583539,2023108,Gold Collection,Edith Piaf,La Vie En Rose (장미 빛 인생),월드뮤직,"3,313",#nct #재즈 #NCT_DREAM #샹송
3583540,20210706,3583540,2023108,Gold Collection,Edith Piaf,L'hymne A L'amour (사랑의 찬가),월드뮤직,"1,662",#야경 #아름다운 #빈티지 #샹송
3592195,20210706,3592195,2026350,10월의 어느 멋진 날에,김동규,10월의 어느 멋진 날에,클래식,"27,460",#사랑 #설렘 #축가 #결혼식
3595653,20210706,3595653,2028206,민요 대전집,김영임,창부타령,국악,75,#민요 #국악 #국악탑백
3610230,20210706,3610230,2034119,+,Ed Sheeran,The A Team,포크/블루스/컨트리,"9,898",#팝 #까페 #봄 #비
3611993,20210706,3611993,2034746,오리엔탱고 베스트 'Memories Of The Tango',Orientango,Por Una Cabeza (영화 '여인의 향기' 주제곡),월드뮤직,"2,921",#클래식 #낭만주의 #휴식 #잔잔한
3618206,20210706,3618206,2037608,나훈아 민요집 (한 오백년 / 아리랑),나훈아,태평가,국악,34,#국악 #국악탑백
3620493,20210706,3620493,2038488,Lo9ve3r4s,정준일,안아줘,"인디음악, 록/메탈","218,447",#노래추천 #락 #잔잔
3623788,20210706,3623788,2039606,The Best - Reminiscent 10th Anniversary,이루마,Reminiscent (회상),뉴에이지,"21,714",#뉴에이지 #공부 #새벽 #피아노
3625504,20210706,3625504,2040666,Last Fantasy,아이유,너랑 나,댄스,"146,893",#드라이브 #기분전환 #스트레스
3639155,20210706,3639155,2046806,Forever And Ever,David Choi,This And That Is Life (SSG 쓱 광고배경음악),포크/블루스/컨트리,"2,771",#팝 #카페 #아침 #상쾌한
3639165,20210706,3639165,2046806,Forever And Ever,David Choi,Happily Ever After,포크/블루스/컨트리,"11,974",#팝 #카페 #아침 #상쾌한
3657794,20210706,3657794,2055566,Bangarang,Skrillex,Bangarang (Feat. Sirah),일렉트로니카,"60,495",#클럽 #스트레스 #댄스 #운동
3666573,20210706,3666573,2059186,윤일상 작곡가 21주년 기념 앨범 I'm 21,10CM,애상,포크/블루스,"78,541",#추억의 #싸이월드 #기분전환 #발라드
3666707,20210706,3666707,2059287,정수년 공 (2011),정수년,세상에서 아름다운 것들 (Beautiful Things In Life),국악,755,#2010년대 #국악 #퓨전국악 #국악탑백
3667720,20210706,3667720,2059949,A Retrospective,Pink Martini,Hang On Little Tomato,월드뮤직,"5,274",#보사노바 #매장음악 #카페 #재즈
3667729,20210706,3667729,2059949,A Retrospective,Pink Martini,Sympathique,월드뮤직,"2,054",#보사노바 #오후 #재즈 #휴식
3671973,20210706,3671973,2062386,주가 일하시네,김브라이언,주가 일하시네,CCM,"4,691",#CCM #CCM탑백
3707405,20210706,3707405,2080250,해를 품은 달 OST,린,시간을 거슬러,OST,"73,004",#추억 #이별 #노래방 #감성
3712903,20210706,3712903,2082751,아기의 감성지수(EQ)를 높이는 피아노 태교음악 (All Music By 이루마),이루마,It's Your Day,뉴에이지,"3,165",#태교 #새벽 #태교_음악 #잔잔한
3716718,20210706,3716718,2084787,Fuerteventura (Special Edition),Russian Red,Fuerteventura,포크/블루스/컨트리,"6,667",#팝 #까페 #카페 #휴식
3718615,20210706,3718615,2085686,Some Nights,Fun.,We Are Young (Feat. Janelle Monae),록/메탈,"50,015",#감성 #묘니3 #팝송
3726617,20210706,3726617,2089047,자니,프라이머리,자니 (Feat. Dynamic Duo),랩/힙합,"176,321",#힙합 #랩 #좋아요10만 #회상
3730824,20210706,3730824,2091346,The Nucleus,The Nucleus,그런 사랑,CCM,"10,735",#찬양 #CCM #CCM탑백
3750480,20210706,3750480,2100886,장사익 7집 驛역,장사익,못잊겠어요,국악,197,#국악 #도움 #국악음악 #국악탑백
3753303,20210706,3753303,2097226,버스커 버스커 1집,버스커 버스커,여수 밤바다,록/메탈,"160,083",#봄 #좋아요10만 #벚꽃 #회상
3753304,20210706,3753304,2097226,버스커 버스커 1집,버스커 버스커,벚꽃 엔딩,록/메탈,"369,989",#사랑 #봄 #좋아요10만 #회상
3753309,20210706,3753309,2097226,버스커 버스커 1집,버스커 버스커,꽃송이가,록/메탈,"97,479",#사랑 #카페 #아침 #봄
3783395,20210706,3783395,2117594,2012 마커스 라이브워십,마커스,그가 오신 이유,CCM,"14,585",#찬양 #CCM #CCM탑백
3791915,20210706,3791915,2121844,Whistle,Flo Rida,Whistle,랩/힙합,"38,760",#운동 #묘니3 #스트레스
3795586,20210706,3795586,2121646,스무 살의 봄,아이유,하루 끝,댄스,"160,031",#좋아요10만 #드라이브 #기분전환 #회상
3797451,20210706,3797451,2123440,Bach : Unaccompanied Cello Suites (Remastered),Yo-Yo Ma,Bach : Unaccompanied Cello Suite No.1 In G Major BWV.1007 - I. Prelude (바흐 : 무반주 첼로 모음곡 1번 사장조 - 1번. 프렐류드),클래식,"4,048",#클래식 #집중 #공부 #첼로
3807037,20210706,3807037,2124533,무생화,보현스님,무생화,종교음악,294,#불교음악 #찬불가 #종교
3807042,20210706,3807042,2124533,무생화,보현스님,천년바위,종교음악,330,#불교음악 #종교
3808188,20210706,3808188,2124668,The Gentleman Approach,Jeff Bernat,If You Wonder,R&B/Soul,"64,338",#팝 #카페 #감성 #팝송
3808189,20210706,3808189,2124668,The Gentleman Approach,Jeff Bernat,Call You Mine (Feat. Geologic Of The Blue Scholars),R&B/Soul,"161,731",#팝 #카페
3808190,20210706,3808190,2124668,The Gentleman Approach,Jeff Bernat,Groovin',R&B/Soul,"83,375",#팝 #까페 #카페 #잔잔한
3811079,20210706,3811079,2125020,기억에 머무르다 - Stay In Memory,이루마,기억에 머무르다 - Stay In Memory,뉴에이지,"9,115",#뉴에이지 #힐링 #새벽
3832101,20210706,3832101,2128229,버스커 버스커 1집 마무리,버스커 버스커,정말로 사랑한다면,록/메탈,"117,384",#좋아요10만 #노래추천 #잔잔 #회상
3835593,20210706,3835593,2130333,Overexposed,Maroon 5,One More Night,록/메탈,"41,132",#운동 #팝 #스트레스
3835594,20210706,3835594,2130333,Overexposed,Maroon 5,Payphone (Feat. Wiz Khalifa),록/메탈,"33,118",#묘니3 #팝송 #Billboard
3835596,20210706,3835596,2130333,Overexposed,Maroon 5,Lucky Strike,록/메탈,"83,924",#스트레스 #아침 #활력 #운동
3835681,20210706,3835681,2130347,Overexposed (Deluxe Edition),Maroon 5,Moves Like Jagger (Feat. Christina Aguilera) (Studio Recording From The Voice Performance),록/메탈,"10,717",#팝 #추억 #90년대 #00년대
3837683,20210706,3837683,2131509,Summer Special 'Loving U',씨스타,Loving U (러빙유),댄스,"87,549",#걸그룹 #여름노래 #기분전환 #여름
3843918,20210706,3843918,2134972,Songs About Jane : 10th Anniversary Edition,Maroon 5,This Love,록/메탈,"13,979",#팝 #nct #재현
3849486,20210706,3849486,2136746,김광석 '나의 노래' Box Set,김광석,잊어야 한다는 마음으로,포크/블루스,"51,116",#힐링 #휴식 #발라드
3849496,20210706,3849496,2136746,김광석 '나의 노래' Box Set,김광석,사랑했지만,포크/블루스,"25,490",#추억 #기분전환 #명품 #발라드
3853980,20210706,3853980,2137275,싸이6甲 Part.1,싸이 (PSY),어땠을까 (Feat. 박정현),랩/힙합,"133,775",#이별 #새벽 #밤 #그리움
3882250,20210706,3882250,2143615,The Midsummer Station,Owl City,Good Time,록/메탈,"22,074",#음색 #묘니3 #팝송
3890826,20210706,3890826,2148020,응답하라 1997 Love Story Part 1,"서인국 , 정은지",All For You,OST,"175,071",#좋아요10만 #회상 #발라드
3894276,20210706,3894276,2148596,오래된 노래,스탠딩 에그,오래된 노래,"인디음악, 포크/블루스","229,868",#이별 #노래추천 #그리움 #잔잔
3896698,20210706,3896698,2149029,"님의 사랑, 안동역에서",진성,안동역에서,트로트,"17,297",#성인가요 #성인음악탑백 #트로트
3910821,20210706,3910821,2150856,Principle Of My Soul,나얼,바람기억,R&B/Soul,"229,748",#추억 #이별 #노래방 #그리움
3914860,20210706,3914860,2151384,세상 어디에도 없는 착한남자 OST Part.1,XIA (준수),사랑은 눈꽃처럼,OST,"72,105",#감성 #이별 #그리움
3918353,20210706,3918353,2151801,Manga Toriiii!! 3 (Korea Ver.),Manga Project,夢にエ-ル!パティシエ-ル♪ / Yumeni Eru! Pattexisieru♪ (꿈에 Eru! Pattexisieru♪) (꿈빛 파티시엘 오프닝),J-POP,"2,396",#추억 #애니 #제이팝 #회상
3939553,20210706,3939553,2160329,숙명가야금연주단의 왕실 가야금 태교 (달콤한 하품),숙명 가야금 연주단,(제4테마 : 사랑의 멜로디) 봄을 위한 세레나데,국악,"1,170",#크로스오버 #국악 #국악탑백
3948917,20210706,3948917,2165341,If You Love Me (Feat. 박재범),NS 윤지,If You Love Me (Feat. 박재범),댄스,"62,530",#기분전환 #휴식 #드라이브 #힐링
3983714,20210706,3983714,2169521,Nothing But The Beat Ultimate,David Guetta,Titanium (Feat. Sia),일렉트로니카,"41,635",#신비 #비오는날 #매장음악 #트렌디
3986048,20210706,3986048,2169778,Unorthodox Jukebox,Bruno Mars,Treasure,R&B/Soul,"113,513",#매장음악 #묘니3 #카페
3986050,20210706,3986050,2169778,Unorthodox Jukebox,Bruno Mars,When I Was Your Man,R&B/Soul,"101,442",#피아노 #좋아요10만 #발라드 #회상
3994300,20210706,3994300,2170632,SimpliCity 그 첫 번째 이야기,심플리시티,사랑하는 나의 아이야,종교음악,201,#종교음악 #가톨릭음악 #가톨릭 #천주교
4010177,20210706,4010177,2172340,Popular Song,MIKA,Popular Song (Feat. Ariana Grande),록/메탈,"27,943",#팝 #아프리카 #꽃보다청춘
4026484,20210706,4026484,2174291,Night Visions,Imagine Dragons,Radioactive,록/메탈,"37,198",#기분전환 #묘니3 #운동
4026487,20210706,4026487,2174291,Night Visions,Imagine Dragons,Demons,록/메탈,"28,602",#팝 #비 #묘니3
4056161,20210706,4056161,2177952,サクラミツツキ / Sakuramitsutsuki (벚꽃만월),SPYAIR,サクラミツツキ / Sakuramitsutsuki (벚꽃만월) (애니메이션 '은혼' 오프닝 테마 곡),J-POP,"6,570",#일본애니 #OST #애니 #애니메이션OST
4066039,20210706,4066039,2179127,Native (Deluxe Edition),OneRepublic,Counting Stars,록/메탈,"113,046",#비오는날 #신비 #묘니3
4070694,20210706,4070694,2179667,The Bad Touch,"DJ Gollum , Empyre One",The Bad Touch (Gordon & Doyle Edit),일렉트로니카,"47,213",#클럽 #스트레스 #댄스 #운동
4073972,20210706,4073972,2180073,꼬꼬마 유아동요 베스트 100,,곰 세 마리,어린이/태교,724,#아이들 #동요
4074541,20210706,4074541,2180157,Come Holy Spirit - 오소서 성령님,한국가톨릭젊은이성령쇄신연합,생명의 양식,종교음악,308,#가톨릭음악 #CCM #종교음악
4079677,20210706,4079677,2180763,I Was A Car,송지연,I Was A Car,재즈,"15,569",#이별 #헤어짐 #재즈 #재즈탑백
4082812,20210706,4082812,2181104,JOAH,박재범,좋아 (JOAH),R&B/Soul,"104,362",#힙합 #랩 #좋아요10만 #회상
4087072,20210706,4087072,2181540,Save Rock And Roll,Fall Out Boy,The Phoenix,록/메탈,"41,508",#스트레스 #묘니3 #운동
4088450,20210706,4088450,2181709,Little French Songs (Deluxe Version Without Videos),Carla Bruni,Little French Song,월드뮤직,"1,721",#힐링 #휴식 #잔잔한
4091105,20210706,4091105,2182026,봄봄봄,로이킴,봄봄봄,포크/블루스,"131,459",#사랑 #봄 #좋아요10만 #회상
4092790,20210706,4092790,2182228,아이리스 II OST,다비치,모르시나요,OST,"32,842",#감성 #비오는날 #이별
4116069,20210706,4116069,2185407,이憘汶: 서울소리프로젝트 '거침없이 얼씨구',이희문,태평가 (Feat. 숙씨스터즈),국악,81,#민요 #국악 #국악탑백
4116845,20210706,4116845,2185509,남자는 말합니다,장민호,남자는 말합니다,트로트,"10,358",#성인가요 #성인음악탑백 #트로트
4118346,20210706,4118346,2185777,Random Access Memories,Daft Punk,Get Lucky (Feat. Pharrell Williams),일렉트로니카,"59,606",#비오는날 #신비 #묘니3
4124056,20210706,4124056,2186547,시편 139편,제이어스,시편 139편 (Psalm 139),CCM,"2,785",#ccm모음 #CCM탑백 #CCM #익숙한
4137990,20210706,4137990,2188360,Morning Sunshine,Julien May,Badly Hooked On You,포크/블루스/컨트리,"6,615",#팝 #카페 #아침 #상쾌한
4147349,20210706,4147349,2189500,LOVE＆GIRLS,소녀시대 (GIRLS' GENERATION),LOVE＆GIRLS,J-POP,"4,385",#숨듣명 #신나는노래 #노동요 #기분전환
4163991,20210706,4163991,2191535,Blackmagic,José James,Promise In Love,재즈,"8,521",#팝 #카페
4168279,20210706,4168279,2192135,自由への進擊 / Jiyueno Shingeki (자유로의 진격),Linked Horizon,紅蓮の弓矢 / Gurenno Yumiya (홍련의 화살) (TV애니메이션 '진격의 거인' 오프닝 주제가),J-POP,"12,669",#일본애니 #OST #애니 #애니메이션OST
4169636,20210706,4169636,2192309,Hotel California (Remastered),Eagles,Hotel California,록/메탈,"24,185",#팝 #추억 #새벽 #Pop
4180167,20210706,4180167,2193587,Hunting High And Low (Remastered Deluxe Edition),A-ha,Take On Me,록/메탈,"19,218",#zoodasa #주다사 #감성 #팝송
4182990,20210706,4182990,2193965,아모르 파티,김연자,아모르 파티,트로트,"71,128",#성인가요 #트로트 #숨듣명 #노동요
4185315,20210706,4185315,2194331,Dot To Dot,Tim Myers,Simply Wonderful,포크/블루스/컨트리,232,#팝 #카페 #아침 #상쾌한
4219017,20210706,4219017,2198380,Her Voice,Lim Kim,Rain,포크/블루스,"32,891",#팝 #비오는날 #카페 #비
4227803,20210706,4227803,2199375,"사랑둘, 현정수 신부의 하느님 사랑 이야기",현정수,사랑의 송가 (가톨릭성가 46),종교음악,229,#종교음악 #휴식 #가톨릭음악 #기분전환
4227900,20210706,4227900,2199384,"사랑하나, 현정수 신부의 하느님 사랑 이야기",현정수,하느님 그리고 나,종교음악,168,#가톨릭음악 #종교음악
4228111,20210706,4228111,2199408,Love In The Future (Standard),John Legend,All Of Me,R&B/Soul,"52,912",#신비 #비오는날 #피아노 #발라드
4231410,20210706,4231410,2199792,불후의 명곡 - 클래식 명예의 전당,,슈베르트 (피아노 5중주「송어」4악장),클래식,913,#일할때 #공부 #공부할때 #노동요
4231422,20210706,4231422,2199792,불후의 명곡 - 클래식 명예의 전당,,슈베르트 (백조의 노래 중 '세레나데'),클래식,980,#뉴에이지 #일할때 #클래식 #노동요
4231426,20210706,4231426,2199792,불후의 명곡 - 클래식 명예의 전당,,비발디 (바이올린 협주곡「사계」중 '겨울' 제2악장 '라르고'),클래식,516,#일할때 #클래식 #바이올린 #노동요
4237675,20210706,4237675,2200510,Trois Gymnopedies,Erik Satie,Satie : Gymnopedie No.1 - Lent Et Douloureux (사티 : 짐노페디 1번),클래식,"12,745",#뉴에이지 #휴식 #힐링 #잔잔한
4245643,20210706,4245643,2201465,True,Avicii,Wake Me Up (Radio Edit),일렉트로니카,"21,042",#활력 #묘니3 #아침
4252728,20210706,4252728,2202410,버스커 버스커 2집,버스커 버스커,처음엔 사랑이란게,록/메탈,"130,089",#추억 #노래방 #노래추천 #잔잔
4263312,20210706,4263312,2204888,Soul Nights,Music Shower,Soul Nights,재즈,"19,327",#뉴에이지 #라운지 #새벽감성
4276080,20210706,4276080,2210557,"Goodbye, grief.",자우림,"스물다섯, 스물하나",록/메탈,"124,265",#가을 #비오는날 #감성 #비
4291510,20210706,4291510,2212663,하고 싶은 말,어쿠루브,하고 싶은 말 (Feat. 한올),포크/블루스,"91,390",#이별 #노래추천 #그리움 #잔잔
4300699,20210706,4300699,2213824,응답하라 1994 OST Part 2,성시경,너에게,OST,"104,343",#이별 #슬픔 #좋아요10만 #회상
4305908,20210706,4305908,2214433,The Marshall Mathers LP2 (Deluxe),Eminem,The Monster (Feat. Rihanna),랩/힙합,"53,790",#스트레스 #외힙 #외국힙합 #운동
4318276,20210706,4318276,2215940,가야금 & 해금 베스트,,언제나 몇번이라도 (영화 '센과 치히로의 행방불명'),국악,"1,442",#동요 #국악 #만화주제가 #국악탑백
4320750,20210706,4320750,2216236,Emotion Piano,제이 리,This Morning,뉴에이지,"2,015",#뉴에이지 #힐링 #새벽
4321863,20210706,4321863,2216386,2013 마커스 라이브워십 - Kingdom Of God,마커스,믿음으로 서리라,CCM,"8,640",#찬양 #CCM #CCM탑백
4325968,20210706,4325968,2216928,살아가다,히즈윌 (HisWill),광야를 지나며,CCM,"16,750",#찬양 #CCM #CCM탑백
4326859,20210706,4326859,2217021,요가와 명상을 위한 클래식 음악,Eduardo Fernández,타레가: 알함브라 궁전의 추억,클래식,99,#클래식 #잔잔한
4365585,20210706,4365585,2222024,Simplement Piano (심플먼트 피아노),이루마,River Flows In You,뉴에이지,"51,028",#신비 #이별 #비오는날 #그리움
4389943,20210706,4389943,2225293,Frozen (Original Motion Picture Soundtrack),Idina Menzel,"Let It Go (From ""Frozen""/Soundtrack Version)",어린이/태교,"108,935",#신비 #zoodasa #비오는날 #주다사
4394552,20210706,4394552,2226060,Calls & Echoes,Melissa Polinar,Happy,포크/블루스/컨트리,"2,331",#팝 #아침 #상쾌한
4399703,20210706,4399703,2226707,보고싶었어요,정준일,고백,"인디음악, 록/메탈","109,317",#이별 #좋아요10만 #감성 #회상
4433068,20210706,4433068,2230836,Happy And Sad,Just Piano,Happy And Sad,뉴에이지,"1,730",#뉴에이지 #집중 #공부 #힐링
4433490,20210706,4433490,2230890,썸,"소유 (SOYOU) , 정기고",썸 (Feat. 릴보이 Of 긱스),R&B/Soul,"177,812",#사랑 #봄 #휴식 #힐링
4446485,20210706,4446485,2232505,별에서 온 그대 OST Part.7,성시경,너의 모든 순간,"발라드, 국내드라마","169,266",#추억 #노래방 #좋아요10만 #회상
4451155,20210706,4451155,2233048,반오십,윤딴딴,겨울을 걷는다,"인디음악, 록/메탈","124,599",#인디 #노래추천 #잔잔
4467085,20210706,4467085,2234815,사랑노래 같은 이별노래,어쿠루브,"사랑노래 같은 이별노래 (Feat. 한올, 리와인)",포크/블루스,"60,391",#이별 #노래추천 #그리움 #잔잔
4495119,20210706,4495119,2238971,classic waltz,제이 리,classic waltz,뉴에이지,390,#공부 #집중 #독서
4518944,20210706,4518944,2241840,Karen Souza Essentials,Karen Souza,Creep,재즈,"16,993",#카페음악 #분위기 #카페 #재즈
4532267,20210706,4532267,2243492,마커스 스튜디오 워십,마커스,주 은혜임을,CCM,"17,839",#찬양 #CCM #CCM탑백
4534974,20210706,4534974,2243842,Chandelier (Single),Sia,Chandelier,POP,"165,240",#비오는날 #신비 #묘니3
4535331,20210706,4535331,2243895,현(絃):의 기도 (첼로 연주곡 1집),지병찬 신부,기도,종교음악,36,
4543502,20210706,4543502,2244822,야생화,박효신,야생화,발라드,"326,156",#추억 #이별 #노래방 #그리움
4557178,20210706,4557178,2246191,Love In Jazz,Mellow,Love In Jazz,재즈,"2,182",#분위기 #라운지 #새벽감성 #재즈
4583481,20210706,4583481,2249127,PLAY,AKMU (악동뮤지션),Give Love,포크/블루스,"112,434",#사랑 #봄 #좋아요10만 #회상
4583482,20210706,4583482,2249127,PLAY,AKMU (악동뮤지션),200%,포크/블루스,"145,423",#사랑 #봄 #좋아요10만 #회상
4585736,20210706,4585736,2249404,Bad (Feat. Vassy) (Radio Edit),"Showtek , David Guetta",Bad (Feat. Vassy) (Radio Edit),일렉트로니카,"61,513",#클럽 #EDM #스트레스
4586092,20210706,4586092,2249449,너 사용법,에디킴,너 사용법,포크/블루스,"132,713",#노래추천 #휴식 #힐링 #잔잔
4598026,20210706,4598026,2250810,우리는 주의 움직이는 교회,홀리원,우리는 주의 움직이는 교회 (Feat. 지미선),CCM,"6,233",#찬양 #CCM #CCM탑백
4630253,20210706,4630253,2254351,천개의 바람이 되어,임형주,천개의 바람이 되어 (2014 Remastering Ver.),클래식,"24,848",#CCM #좋아요 #스트레스
4635919,20210706,4635919,2255111,A Sky Full Of Stars,Coldplay,A Sky Full Of Stars,록/메탈,"39,580",#하트시그널 #묘니3 #하트시그널BGM
4660792,20210706,4660792,2258028,In The Lonely Hour,Sam Smith,Stay With Me,R&B/Soul,"52,355",#까페 #매장음악 #카페 #잔잔한
4660794,20210706,4660794,2258028,In The Lonely Hour,Sam Smith,I'm Not The Only One,POP,"237,801",#이별 #휴식 #그리움 #힐링
4660799,20210706,4660799,2258028,In The Lonely Hour,Sam Smith,Lay Me Down,R&B/Soul,"55,008",#노래추천 #기분전환 #잔잔 #Pop
4671151,20210706,4671151,2259140,RISE,태양,"눈, 코, 입",R&B/Soul,"176,485",#이별 #락 #그리움
4672311,20210706,4672311,2259285,한글의례 봉녕사 새벽예불,비구니 금강스님,"천수경 (태징,북반주)",종교음악,102,#찬불가 #불교음악 #종교
4679168,20210706,4679168,2260034,타요의 씽씽극장,꼬마버스 타요,꼬마버스가 출발합니다,어린이/태교,"3,426",#동요모음 #아이들 #동요
4679171,20210706,4679171,2260034,타요의 씽씽극장,꼬마버스 타요,천하장사 중장비,어린이/태교,"2,559",#동요모음 #아이들 #동요
4681146,20210706,4681146,2260223,"San E, 레이나 Project Single '한여름밤의 꿀'","San E , 레이나 (Raina)",한여름밤의 꿀,랩/힙합,"161,835",#사랑 #설렘 #노래추천 #잔잔
4681951,20210706,4681951,2260319,정목스님이 추천한 불교명상음악 정선집,"승홍 , 승원",옴마니반메훔 나무관세음보살 (Om Ma Ni Ba Ma Hung Namo Guan Shi Yin Pusa),종교음악,96,#찬불가 #불교음악 #종교
4685764,20210706,4685764,2260771,어노인팅 예배캠프 2014,어노인팅,주 사랑이 나를 숨 쉬게 해,CCM,"9,041",#2014_CCM_총정리 #파워DJ_CCM #CCM탑백 #CCM
4687966,20210706,4687966,2261010,뽀로로와 노래해요,뽀로로,뽀로로와 노래해요,어린이/태교,"5,381",#엔나나 #동요 #동요모음 #엔시티의나잇나잇
4687968,20210706,4687968,2261010,뽀로로와 노래해요,뽀로로,꼭꼭 숨어라,어린이/태교,"2,212",#동요모음 #아이들 #동요
4687969,20210706,4687969,2261010,뽀로로와 노래해요,뽀로로,숫자놀이,어린이/태교,"3,778",#동요모음 #아이들 #동요
4687975,20210706,4687975,2261010,뽀로로와 노래해요,뽀로로,바라밤,어린이/태교,"15,139",#동요 #동요모음 #틱톡 #EDM
4687977,20210706,4687977,2261010,뽀로로와 노래해요,뽀로로,동물놀이,어린이/태교,"1,956",#동요모음 #아이들 #동요
4687979,20210706,4687979,2261010,뽀로로와 노래해요,뽀로로,야채 삼총사,어린이/태교,"3,430",#동요모음 #아이들 #동요
4687981,20210706,4687981,2261010,뽀로로와 노래해요,뽀로로,고래의 노래,어린이/태교,"7,606",#동요모음 #아이들 #동요
4692558,20210706,4692558,2261481,Heartbreak Heard Around The World (Feat. T-Pain),Jacob Latimore,Heartbreak Heard Around The World (Feat. T-Pain),R&B/Soul,"5,048",#하트시그널 #매장음악 #드라이브 #하트시그널BGM
4699121,20210706,4699121,2262168,X (Deluxe Edition),Ed Sheeran,Photograph,록/메탈,"90,346",#카페음악 #카페 #노래추천 #잔잔
