,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
465,0.2962279331724171,0.35238417314846116,0.2976988459677977,0.16941675503711556,0.27272727272727276,0.3156861542236673,0.2366447985004686,0.1408051689860835,0.27323232323232327,0.30244313395113753,0.06137968495382944,0.10018122347949081,0.12307402346510865,0.03176702191640611,0.10932454023183874,0.48305644846336415,0.1940151515151515,0.259139988634211,0.10381606348848989,0.250065641280765,0.26716471006759157,0.35927505330490406,0.3216793665023158,0.13475717656311442,0.3231195932113848,0.5213008508697887,0.5236421725239616,0.4663230240549828,0.25231618371772124,0.4582185491276401
274,0.5181977377064697,0.49949272911734854,0.49346969801672314,0.36284199363732766,0.32427552586440384,0.15609471811545303,0.13352858481724458,0.23578528827037776,0.24141414141414141,0.10825610783487805,0.11214919427847184,0.2370933521923621,0.0946143335061019,0.07285794866622587,0.12683142400652683,0.07088352810406467,0.04095959595959595,0.16143208941087328,0.08876006078685202,0.06412807650318533,0.4621131270010673,0.6042110874200427,0.4217839533841326,0.27890287062524577,0.3984019018688503,0.1487421292119025,0.16613418530351437,0.3903780068728523,0.18509757539917215,0.16030434212252392
505,0.12754981305314972,0.11599594183293876,0.14048787229631682,0.054718981972428415,0.6578495982666788,0.6165879393902215,0.2783505154639175,0.3498011928429423,0.5035353535353535,0.9644060657118789,0.0589896795219989,0.22759016973125878,0.04853225274466381,0.02029891781441097,0.6818166366386782,0.35019677351518613,0.13103535353535353,0.27467323356696344,0.25944166150728876,0.3656979395547449,0.09498399146211312,0.16044776119402987,0.09492504606803126,0.035120920173024,0.854718351713663,0.328909198513646,0.232667731629393,0.3694158075601375,0.25290754977330976,0.5336481700118063
212,1.0,0.29624619546838005,1.0,0.9991516436903499,0.555836417802654,0.4055579412305994,0.7499999999999999,0.7927435387673957,0.296969696969697,0.11141533277169358,0.9999999999999999,0.24659653465346532,1.0,0.9689950279978633,0.39898698031750346,0.19127587346411515,0.16133838383838384,0.26652775146808105,0.5621095289018968,0.12372344982933267,0.7178939879046602,0.171908315565032,0.6877334528611982,0.5686688950058986,0.28415769662550344,0.12060618408669754,0.2556709265175719,0.5481099656357389,0.016361127537945996,0.0013774104683195731
87,0.569785602726111,0.503212715590125,0.5404602308064405,0.3955461293743372,0.3399837501128464,0.3104717501993743,0.34395501405810686,0.41108349900596425,0.4510101010101011,0.1333192923336144,0.15860945138511676,0.0670526874115983,0.10827875418178393,0.09497233833521977,0.07339293605738179,0.12142878601255747,0.09368686868686868,0.2273157795036939,0.16544717735126918,0.08437322941282147,0.5916044112415509,0.49013859275053306,0.5104337865431545,0.35337200157294535,0.35481740738294915,0.2845708298163402,0.4596645367412141,0.6721649484536083,0.4713187463039622,0.24819624819624825
94,0.38236546926025844,0.3422387554954345,0.3905051482274895,0.23843054082714743,0.46285095242394164,0.4169069382246488,0.3983130271790066,0.43812127236580517,0.4015151515151516,0.2712721145745578,0.1322831794314684,0.1335307637906648,0.13895302266409087,0.07534208196519224,0.25621239419383346,0.26209931805209247,0.12290404040404039,0.3506345898844478,0.09987617493105196,0.0906955211917693,0.3664176449662042,0.32542643923240944,0.36401215199960163,0.206399921352733,0.5542494882123752,0.38130026874678624,0.4155750798722045,0.7268041237113402,0.25014784151389713,0.17906336088154268
543,0.29480808367646366,0.6205613797768007,0.2839472047543362,0.16750795334040297,0.30766453010742983,0.1514937733881357,0.06998594189315838,0.16277335984095428,0.28686868686868694,0.16533277169334482,0.0447582835415535,0.2733380480905233,0.0368468171323564,0.0206351163060004,0.11082027399122954,0.08612972031123262,0.03782828282828283,0.17270316347793144,0.1316767040018011,0.015484432652045937,0.22909996442547131,0.670309168443497,0.2095223865730365,0.10922139205662602,0.23793171762530546,0.10750841652841245,0.08482428115015975,0.27347079037800687,0.17898679282475854,0.061589925226288866
33,0.5816176818590564,0.5667906662157591,0.5812314283739894,0.4320254506892895,0.3735668502302067,0.46782405987362746,0.38823805060918454,0.37738568588469185,0.4005050505050505,0.26642796967144067,0.16089082020640952,0.05436704384724185,0.13056589549074119,0.11462127239922448,0.11224801985246627,0.23228287319373933,0.08830808080808081,0.18266717181284334,0.1062081386840772,0.103685585174744,0.5770188545001778,0.5031982942430704,0.5527665720404402,0.4000688163586315,0.5265139008122566,0.6128882032773525,0.48650159744408944,0.6134020618556701,0.4153360930415928,0.3755739210284665
518,0.27918973922097595,0.28779168075752437,0.28097574459263364,0.1482926829268293,0.6244470524510248,0.45003374026133375,0.1130506091846298,0.2635685884691849,0.32777777777777783,0.4753580454928392,0.11989860583016476,0.17874823196605372,0.11398011591198232,0.05149066675631959,0.12101845871434883,0.15800462643073876,0.03547979797979798,0.2356506914188293,0.14462205211909718,0.08306040379752083,0.2532906438989684,0.3291577825159916,0.24353802480203202,0.12030574125049155,0.4915142309978208,0.26080080721056353,0.09952076677316295,0.37663230240549833,0.20047309284447068,0.2222878131969041
531,0.22192247621752098,0.3486641866756848,0.21712390297837048,0.11567338282078472,0.4420872077277241,0.2305073308385989,0.09840674789128397,0.10720675944333996,0.40353535353535364,0.3085509688289807,0.034474017743979714,0.11366248231966054,0.029967488102530283,0.015947015117725505,0.12027059183465341,0.11279178057499928,0.04646464646464646,0.10035991665088084,0.09298136995553553,0.06136423310255242,0.19281394521522588,0.44749466950959493,0.1822301907465511,0.0898053480141565,0.553589117083801,0.26109186871185885,0.22028753993610226,0.27903780068728523,0.3234772324068599,0.2260264987537715
430,0.37479293861517354,0.4335475143726749,0.4029438186718264,0.22969247083775185,0.4228581745960098,0.6230292620084658,0.6403467666354263,0.4826540755467197,0.4954545454545456,0.40058972198820575,0.05124026797030599,0.11375088401697313,0.12764453658766436,0.03247677428753937,0.1785362205527416,0.4497100970348785,0.20015151515151514,0.42318620950937674,0.10001688523667472,0.16891228942968092,0.29953753112771264,0.41444562899786785,0.37347477464017137,0.15913782933543058,0.4670804992405732,0.6613984534932231,0.7203674121405752,0.8505154639175259,0.2564557461068402,0.39656303292666933
444,0.522930569359648,0.24146094014203578,0.5093635546955981,0.35906680805938496,0.3325810237428906,0.3184467210600577,0.2553889409559512,0.31083499005964216,0.33333333333333326,0.16512215669755692,0.06775303277204417,0.050919377652050915,0.05484615747066863,0.05410554391312631,0.08172145358126254,0.10024934659176254,0.07512626262626262,0.18475089979162718,0.07131198288962683,0.0532454431131932,0.44290288153681956,0.2665245202558636,0.41281936351411924,0.272021234762092,0.36406260318298883,0.23217975958319995,0.34265175718849844,0.5274914089347079,0.25172481766213295,0.1784730421094058
360,0.2630981116001703,0.28271897193101114,0.24621657107318085,0.14778366914103924,0.19617224880382772,0.021839150972332987,0.002797563261480787,0.027082504970178927,0.23636363636363633,0.03980623420387541,0.08676443961615063,0.13094501414427157,0.0740705838005937,0.04015330651216478,0.13835537274365162,0.018332982846156157,0.002002272727272727,0.0685167645387384,0.17656329149546912,0.005638240537291152,0.2059765208110993,0.23880597014925375,0.18133373175954975,0.09843197011403855,0.14369675757775874,0.015503875968992255,0.002860223642172524,0.05618556701030928,0.13167750837768583,0.0011150465695920486
134,0.5428084623029958,0.412580317889753,0.5280215603621036,0.3951219512195122,0.3761848876049472,0.2383596098398871,0.27014995313964385,0.34030815109343937,0.31919191919191914,0.15395956192080895,0.1754119138149556,0.18604137199434229,0.14178014418319748,0.11495747089081393,0.14576605364245163,0.0898849400666927,0.07209595959595959,0.17329039590831596,0.09903191309731522,0.045264845293865645,0.5190323728210601,0.5162579957356077,0.4740773942925444,0.3452615021627998,0.49745757115498906,0.19424474391438912,0.31669329073482433,0.47388316151202753,0.3043563966095013,0.13813459268004724
16,0.3643807089781817,0.35238417314846116,0.35208347729942646,0.22948038176033936,0.4156360025277602,0.16140114103429234,0.17326616682286783,0.26138170974155067,0.2656565656565657,0.1950294860994104,0.13079847908745246,0.19443953323903818,0.11487537105969939,0.07209216321316105,0.13614576605364243,0.07035779733830025,0.05045454545454545,0.21007766622466373,0.08749366803624696,0.041119080192916276,0.39630024902170047,0.5026652452025587,0.36351411922904536,0.23417223751474636,0.49679720002641486,0.15504846173996564,0.23274760383386583,0.5529209621993127,0.2885866351271438,0.1778827233372688
121,0.55274740877467,0.2505918160297599,0.5363140073249949,0.39597030752916224,0.4763925250519094,0.2779584074596651,0.34137769447047794,0.4306660039761432,0.45757575757575764,0.25631844987363106,0.21774397972116602,0.26980198019801976,0.19497714743438724,0.15627252996835997,0.21718734065336365,0.14088082434584073,0.08439393939393938,0.30327713582117827,0.17684471210671465,0.12697096582507636,0.5094272500889363,0.34328358208955223,0.4730813287514319,0.33518482107746755,0.5225516740408109,0.19579707192129697,0.2613418530351438,0.575257731958763,0.26197516262566534,0.19362455726092093
73,0.32273179043021444,0.20561379776800803,0.32229977195770865,0.18689289501590667,0.43396226415094347,0.3331697441874732,0.18249765698219306,0.2519383697813121,0.304040404040404,0.3306655433866892,0.060546804273039996,0.057527404526166906,0.0565424303821326,0.03090784799345534,0.10211782302750108,0.1381770661219095,0.04441919191919192,0.17438908884258383,0.06075870996791806,0.07722178461368379,0.3073639274279616,0.23560767590618337,0.2982718262861696,0.15414864333464412,0.46179753021197917,0.31716971796140525,0.22196485623003195,0.4752577319587629,0.2018529469741771,0.31457431457431456
69,0.2744569075677978,0.22928643895840362,0.2596917973878793,0.1522799575821845,0.41238602509704797,0.10109809214158638,0.0855904404873477,0.14234592445328031,0.26767676767676774,0.13837405223251897,0.04537389100126742,0.11337517680339461,0.0336427460773689,0.02153164561690555,0.21242818778257472,0.0252350767566918,0.04002525252525252,0.16408410683841634,0.20625316598187649,0.03493498058400011,0.19672714336535047,0.20628997867803844,0.1756063548981523,0.0908621706645694,0.3858548504259393,0.042029280787030304,0.08298722044728435,0.20213058419243987,0.1612458111571063,0.05942542306178672
37,0.28628898670074304,0.29455529252620893,0.2682606592495336,0.16131495227995757,0.3358310011736029,0.05607017974357401,0.060028116213683216,0.14527833001988072,0.2055555555555556,0.18260320134793617,0.02621763534311062,0.4379862093352192,0.01946001978985063,0.01374304722841699,0.08971003161437263,0.019880133385405716,0.03391414141414141,0.22049630611858304,0.26492936342657736,0.03047828310047953,0.19103521878335117,0.2875799573560768,0.16958015837442103,0.08865021627998425,0.17063989962358844,0.0183368745815991,0.03860223642172524,0.17226804123711342,0.08318549181943624,0.04361799816345274
410,0.20725069809266877,0.2658099425092999,0.1983276898624836,0.1087168610816543,0.3245463573169632,0.10352125636464019,0.0652061855670103,0.10437375745526839,0.27323232323232327,0.19313395113732112,0.029005975013579564,0.2640558698727015,0.028365452575036525,0.01280916252955745,0.12502974470544242,0.057792832036530774,0.029368686868686867,0.11123318810380753,0.0777846569482749,0.026401614084545978,0.18214158662397728,0.6476545842217485,0.17261815827481447,0.08260420762878488,0.489533117612098,0.1308903571324621,0.1446485623003195,0.2989003436426117,0.2775478020894935,0.14698937426210162
207,0.4746556864972314,0.3567805207981062,0.4554626494368047,0.32271474019088014,0.3167825223435949,0.1645911293785657,0.16283973758200562,0.2678926441351889,0.487878787878788,0.047809604043808074,0.17175448126018467,0.10944130127298445,0.15780049945813507,0.115162925524563,0.11302988068123873,0.09596839607053806,0.049141414141414146,0.21272968365220685,0.21188157820678782,0.05825490927684037,0.42226965492707225,0.34728144989339027,0.3963842820857612,0.25186787259142746,0.2636861916397016,0.11769556907374529,0.15431309904153356,0.37663230240549833,0.3370786516853933,0.0632952905680178
273,0.13067348194424727,0.20155563070679738,0.12238269642733746,0.06209968186638387,0.34070596731967145,0.08438132629900005,0.025843486410496715,0.06993041749502982,0.5156565656565657,0.2771693344566133,0.05681694731124389,0.23178925035360676,0.04678886114121473,0.01790817298533054,0.4108848624944759,0.06322287980292607,0.021078282828282828,0.1794279219549157,0.14208926661788707,0.11629562069013169,0.10032017075773747,0.23614072494669514,0.08805219383435431,0.041781360597719225,0.4987783134121376,0.06443131433671936,0.03229233226837061,0.1772852233676976,0.25152769564360344,0.1751934933753116
463,0.21860949406029623,0.29252620899560355,0.20793310759449934,0.11418875927889711,0.2929493545183714,0.12014600331268019,0.07888940955951264,0.08832007952286283,0.23030303030303045,0.18176074136478548,0.0253847546623212,0.08959512022630835,0.02572680582387033,0.01137098009331376,0.16983376958901314,0.11083906630216003,0.05252525252525252,0.14201553324493274,0.1879608262509146,0.06471539322581982,0.17218071860547846,0.3198294243070363,0.1607151750585189,0.07616496264254817,0.4162319223403554,0.14893617021276595,0.14856230031948883,0.2848109965635739,0.3242657204809778,0.1547291092745639
342,0.1930522031331346,0.17754480892796753,0.1914173173934075,0.0977306468716861,0.4574343233727544,0.21958775535243233,0.1264526710402999,0.16605367793240558,0.3616161616161617,0.402485256950295,0.017599130907115693,0.10217026166902406,0.028176977807096083,0.007467342052080885,0.19386749158649758,0.12405743984137951,0.06964646464646464,0.191324114415609,0.2194799347104182,0.06986305155949865,0.14194236926360726,0.2100213219616205,0.14617261815827487,0.06262288635469918,0.466420128111999,0.18793841138632594,0.1836261980830671,0.3694158075601375,0.34220382416715955,0.23455332546241642
292,0.2825027213782006,0.21339195130199518,0.2719231566581439,0.15703075291622481,0.4321567211338811,0.1841911539169376,0.1442127460168697,0.16749502982107356,0.33838383838383834,0.31044650379106997,0.03545174723881948,0.0891531117397454,0.02233426000094238,0.02029891781441097,0.23836557092837474,0.13352059362513896,0.058964646464646456,0.21443455199848455,0.25845668936792926,0.13236046045631056,0.20668801138384918,0.21082089552238814,0.1912445838936202,0.09835823830121902,0.5093442514693256,0.1741615003250187,0.17899361022364219,0.3628865979381444,0.3577764636309877,0.26761117670208584
522,0.2025178664394907,0.3422387554954345,0.19010434662428305,0.10375397667020149,0.29322018597093086,0.07591558800073617,0.01187207122774133,0.028151093439363815,0.29141414141414157,0.28369839932603225,0.00829259460438167,0.15974186704384724,0.01056401074306177,0.004725456576229274,0.08454295135465886,0.027398083335836813,0.009712121212121212,0.0770032203068763,0.09832836156920131,0.0483741691195777,0.1422981145499822,0.3840618336886994,0.1293391105134718,0.061615218246165934,0.26170507825397865,0.04845203791561156,0.020231629392971247,0.09731958762886599,0.19554504238123394,0.13833136560409293
338,0.1452506034360358,0.26445722015556306,0.14249188031234883,0.07096500530222695,0.43396226415094347,0.16526593460523897,0.0588331771321462,0.08822067594433398,0.4191919191919192,0.28117101937657996,0.05446315408292594,0.3657178217821782,0.04810818451679782,0.018767346908281322,0.20702314987932147,0.09191275873464116,0.04267676767676767,0.1523584012123508,0.18458377891596783,0.06506087365089894,0.11490572749911065,0.39498933901918987,0.1074256686089945,0.048859614628391654,0.4558541900548107,0.10954584703747902,0.08426517571884984,0.22333333333333336,0.26197516262566534,0.14167650531286896
329,0.4391594490983957,0.41156577612445033,0.44025983000483726,0.2898409331919406,0.5766001624988717,0.33408993313293667,0.42150890346766634,0.39666998011928434,0.4085858585858587,0.32350463352990744,0.16625022632627193,0.2423974540311174,0.10384959713518355,0.0951030821930601,0.30074446748478767,0.26517859825156975,0.14744949494949494,0.2246637620761508,0.45502898632295824,0.18283515056036925,0.34863038064745644,0.3515458422174841,0.3152049404850839,0.1941604404246952,0.47170309714059305,0.17881848434574227,0.2670926517571885,0.35979381443298974,0.23082988369800916,0.16063229699593334
499,0.6440910596810072,0.38992221846466,0.6496441158178426,0.4990455991516437,0.5043784418163764,0.4448193362370407,0.5126522961574508,0.5571570576540755,0.397979797979798,0.25821398483572033,0.17342024262176353,0.18913543140028288,0.16251236865664614,0.12754623663144052,0.1683720297786994,0.19270285697119,0.10257575757575758,0.2801666982383027,0.046265548488771305,0.09784696599090695,0.5667022411953041,0.49946695095948834,0.5617311619104537,0.3870428627605191,0.49679720002641486,0.32250584548515104,0.41365814696485625,0.7261168384879725,0.18036664695446486,0.22924045651318387
485,0.25883856311231007,0.22658099425092992,0.26991914864211175,0.14133616118769882,0.38376816827660926,0.40402429298816034,0.36176194939081535,0.24085487077534792,0.5161616161616163,0.49052232518955363,0.10161144305630995,0.18714639321074966,0.20011308486076426,0.04368339067385384,0.1876805928544719,0.5441914260822543,0.2813131313131313,0.5154385300246259,0.34386784488095906,0.30168041678758484,0.20811099252934895,0.24013859275053318,0.23611733652074302,0.09717852929610697,0.30594994386845403,0.36752335768547895,0.39105431309904154,0.46116838487972517,0.3284052828700966,0.31719795356159003
