,날짜,번호,제목,가수,장르,앨범이름,좋아요,플레이리스트,노래_태그,멜론DJ,플레이리스트_번호
0,20210706,31850466,우리 사이 은하수를 만들어,오존 (O3ohn),,검색어를 입력하세요 WWW OST Part 1,"29,849",NEW 귓가에 속삭여 주는 듯이 기분 좋은 음악,#퇴근길 #잔잔한어쿠스틱 #아침 #잔잔한 #카페 #매장음악 #노동요 #오후 #휴식 #모닝콜,Hido.T,449661474
0,20210706,32818943,소낙비,예빛,,그대와 춤을,"2,852",NEW 귓가에 속삭여 주는 듯이 기분 좋은 음악,#퇴근길 #잔잔한어쿠스틱 #아침 #잔잔한 #카페 #매장음악 #노동요 #오후 #휴식 #모닝콜,Hido.T,449661474
0,20210706,33423513,Nothing Without You (Prod.공기남),0back (영백),,Nothing Without You,434,NEW 귓가에 속삭여 주는 듯이 기분 좋은 음악,#퇴근길 #잔잔한어쿠스틱 #아침 #잔잔한 #카페 #매장음악 #노동요 #오후 #휴식 #모닝콜,Hido.T,449661474
0,20210706,32482640,너는 나의 문학,박소은,,고강동,"4,614",NEW 귓가에 속삭여 주는 듯이 기분 좋은 음악,#퇴근길 #잔잔한어쿠스틱 #아침 #잔잔한 #카페 #매장음악 #노동요 #오후 #휴식 #모닝콜,Hido.T,449661474
0,20210706,33339344,마음을 열수가 없어요,택우,,마음을 열수가 없어요,"1,025",NEW 귓가에 속삭여 주는 듯이 기분 좋은 음악,#퇴근길 #잔잔한어쿠스틱 #아침 #잔잔한 #카페 #매장음악 #노동요 #오후 #휴식 #모닝콜,Hido.T,449661474
0,20210706,32220907,rainy monday,Vinough,,ONE DAY,185,NEW 귓가에 속삭여 주는 듯이 기분 좋은 음악,#퇴근길 #잔잔한어쿠스틱 #아침 #잔잔한 #카페 #매장음악 #노동요 #오후 #휴식 #모닝콜,Hido.T,449661474
0,20210706,33162976,Our Paradise,paulkyte (폴카이트),,Our Paradise,539,NEW 귓가에 속삭여 주는 듯이 기분 좋은 음악,#퇴근길 #잔잔한어쿠스틱 #아침 #잔잔한 #카페 #매장음악 #노동요 #오후 #휴식 #모닝콜,Hido.T,449661474
0,20210706,33325148,잠이 오지 않아 (Feat.나선),에이민,,봄,678,NEW 귓가에 속삭여 주는 듯이 기분 좋은 음악,#퇴근길 #잔잔한어쿠스틱 #아침 #잔잔한 #카페 #매장음악 #노동요 #오후 #휴식 #모닝콜,Hido.T,449661474
0,20210706,31917387,우리,까데호,,FREESUMMER,607,NEW 귓가에 속삭여 주는 듯이 기분 좋은 음악,#퇴근길 #잔잔한어쿠스틱 #아침 #잔잔한 #카페 #매장음악 #노동요 #오후 #휴식 #모닝콜,Hido.T,449661474
0,20210706,32254213,orange sky,oftn (오픈),,draw a day,102,NEW 귓가에 속삭여 주는 듯이 기분 좋은 음악,#퇴근길 #잔잔한어쿠스틱 #아침 #잔잔한 #카페 #매장음악 #노동요 #오후 #휴식 #모닝콜,Hido.T,449661474
0,20210706,33373047,발자국 (With jeebanoff),Jflow,,발자국 (With. jeebanoff),127,NEW 귓가에 속삭여 주는 듯이 기분 좋은 음악,#퇴근길 #잔잔한어쿠스틱 #아침 #잔잔한 #카페 #매장음악 #노동요 #오후 #휴식 #모닝콜,Hido.T,449661474
0,20210706,32315539,hawaii sunset cruise,cos,,a week in hawaii,857,NEW 귓가에 속삭여 주는 듯이 기분 좋은 음악,#퇴근길 #잔잔한어쿠스틱 #아침 #잔잔한 #카페 #매장음악 #노동요 #오후 #휴식 #모닝콜,Hido.T,449661474
0,20210706,33372144,산책,모트 (Motte),,산책,"1,556",NEW 귓가에 속삭여 주는 듯이 기분 좋은 음악,#퇴근길 #잔잔한어쿠스틱 #아침 #잔잔한 #카페 #매장음악 #노동요 #오후 #휴식 #모닝콜,Hido.T,449661474
0,20210706,33351888,"crush (Feat. Sonny zero, Nathania)",뎁트,,High-teen,"1,577",NEW 귓가에 속삭여 주는 듯이 기분 좋은 음악,#퇴근길 #잔잔한어쿠스틱 #아침 #잔잔한 #카페 #매장음악 #노동요 #오후 #휴식 #모닝콜,Hido.T,449661474
0,20210706,33361477,말 좀 해줄래 (Feat. Kumira),Bas Bao (바스바오),,말 좀 해줄래 (Feat. Kumira),415,NEW 귓가에 속삭여 주는 듯이 기분 좋은 음악,#퇴근길 #잔잔한어쿠스틱 #아침 #잔잔한 #카페 #매장음악 #노동요 #오후 #휴식 #모닝콜,Hido.T,449661474
0,20210706,32819720,Cold Feet,Rony Rex,,Cold Feet,82,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32815477,Dance With Somebody,The Midnight,,Monsters,5,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33634935,Drip Drop,Kiara Nelson,,Drip Drop,5,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33601435,Demise,George Maple,,Demise,1,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33303456,Taste (Le Boeuf & Pellegrini Remix),Too Many Lefthands,,Taste (Remixes),10,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33631732,In the Water (Party Pupils Remix) (Feat. Quinn XCII),Cal,,In the Water (Party Pupils Remix),4,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33578947,Good Life,Hot Shade,,Good Life,3,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33638947,Lost (Feat. Fagin),Morgan Page,,Lost,4,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33600080,Obsessed,LAUREL,,LIMBO CHERRY,27,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33601085,Alive (Feat. Britt Lari),Teddy Beats,,Alive,11,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32532183,Rushing Back (feat. Vera Blue) [Petit Biscuit Remix],Flume,,Rushing Back (Feat. Vera Blue) [Alternate Versions],23,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33282060,She's Wild,Merk & Kremont,,She's Wild,77,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33327026,Tropics (Feat. Reo Cragun),Transviolet,,Drugs in California,18,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33566877,Waiting On You (feat. Sky M.),Chaël,,Waiting On You,11,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33056953,U.,Coco & Breezy,,U.,59,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33383295,Hideaway (Astrality Remix),5 Reasons,,Hideaway (Astrality Remix),13,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,31210919,Fight It,Mr. Popular,,Fight It／Sunrise,107,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33501965,favorable colours,slenderbodies,,are we?,15,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32667985,Yeah Yeah Yeah,Lyra Blue,,Shades of Blue,65,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32828600,EVIL,AViVA,,EVIL,227,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33477632,Junk Male,Bryony Dunn,,Things That Almost Happened,4,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33012144,Acrylic,Nervo,,Acrylic (Streaming Ver.),35,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33147314,Be Somebody (Dillon Francis VIP Remix) (Feat. Evie Irie),Dillon Francis,,Be Somebody (Remixes),30,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33243079,Teen Scene (Wax Motif Remix) (Feat. Buddy),MAETA,,Teen Scene (Remixes),44,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33374166,When U Saw Love,Elio,,Can You Hear Me Now?,8,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33501505,Handshakes,Naliya,,Handshakes,15,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33428510,Head Over Heels,Cooper Phillip,,Head Over Heels,405,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33385892,Never Be The Same (Feat. Jantine),WizG,,Never Be The Same,19,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33439014,Last Night (Feat. HARLEE),Digital Farm Animals,,Last Night (Feat. HARLEE),141,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33405225,Problems,Hey Violet,,Problems,57,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33160569,Sunday,Sara Diamond,,IDK,18,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32696551,Lovergirl,Andrea Valle,,Lovergirl,2,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32078632,I Hope U Never Get over Me,Brett Castro,,Im Sorry,6,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33044319,Sippin' On Feelings (Francis VI Remix),Tep No,,Sippin' On Feelings (Francis VI Remix),4,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33383283,Way Back Home (Feat. SOMOH),Lonely In The Rain,,Way Back Home,14,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33228514,City Lights (feat. Iveta),Papuga,,City Lights (feat. Iveta),4,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32718868,Can't Say Why,Josh Bogert,,Can't Say Why,495,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33365516,Be Somebody (Jess Bays Remix),James Vincent McMorrow,,Be Somebody (Jess Bays Remix),39,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33377560,Dead Girl!,Au/Ra,,Dead Girl!,697,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33455671,want want,Ffion,,want want,37,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,30888469,Good Girl,PAENDA,,Evolution I,40,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33462766,Mirror,Le Boeuf,,Mirror (Acoustic Version),29,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33341449,GO FAST BABY,Raissa,,HEROGIRL,25,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32145384,Boy Tears,Holander,,Boy Tears,168,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33322657,My Ways,Sycco,,My Ways,22,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33395371,Sacrifice (Niiko x SWAE Remix),Bebe Rexha,,Sacrifice (Niiko x SWAE Remix),76,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33352738,Break the law (Radio Edit),IOVA,,Break the law,7,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33383478,Time I Love To Waste (Kilder Remix),MAY-A,,Time I Love To Waste (Kilder Remix),62,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33142616,Commando,Julie Bergan,,HARD FEELINGS,58,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33348235,Let It Lie,Sunnery James & Ryan Marciano,,Let It Lie,20,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32819720,Cold Feet,Rony Rex,,Cold Feet,82,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32815477,Dance With Somebody,The Midnight,,Monsters,5,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33634935,Drip Drop,Kiara Nelson,,Drip Drop,5,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33601435,Demise,George Maple,,Demise,1,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33303456,Taste (Le Boeuf & Pellegrini Remix),Too Many Lefthands,,Taste (Remixes),10,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33631732,In the Water (Party Pupils Remix) (Feat. Quinn XCII),Cal,,In the Water (Party Pupils Remix),4,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33578947,Good Life,Hot Shade,,Good Life,3,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33638947,Lost (Feat. Fagin),Morgan Page,,Lost,4,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33600080,Obsessed,LAUREL,,LIMBO CHERRY,27,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33601085,Alive (Feat. Britt Lari),Teddy Beats,,Alive,11,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32532183,Rushing Back (feat. Vera Blue) [Petit Biscuit Remix],Flume,,Rushing Back (Feat. Vera Blue) [Alternate Versions],23,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33282060,She's Wild,Merk & Kremont,,She's Wild,77,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33327026,Tropics (Feat. Reo Cragun),Transviolet,,Drugs in California,18,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33566877,Waiting On You (feat. Sky M.),Chaël,,Waiting On You,11,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33056953,U.,Coco & Breezy,,U.,59,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33383295,Hideaway (Astrality Remix),5 Reasons,,Hideaway (Astrality Remix),13,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,31210919,Fight It,Mr. Popular,,Fight It／Sunrise,107,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33501965,favorable colours,slenderbodies,,are we?,15,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32667985,Yeah Yeah Yeah,Lyra Blue,,Shades of Blue,65,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32828600,EVIL,AViVA,,EVIL,227,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33477632,Junk Male,Bryony Dunn,,Things That Almost Happened,4,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33012144,Acrylic,Nervo,,Acrylic (Streaming Ver.),35,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33147314,Be Somebody (Dillon Francis VIP Remix) (Feat. Evie Irie),Dillon Francis,,Be Somebody (Remixes),30,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33243079,Teen Scene (Wax Motif Remix) (Feat. Buddy),MAETA,,Teen Scene (Remixes),44,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33374166,When U Saw Love,Elio,,Can You Hear Me Now?,8,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33501505,Handshakes,Naliya,,Handshakes,15,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33428510,Head Over Heels,Cooper Phillip,,Head Over Heels,405,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33385892,Never Be The Same (Feat. Jantine),WizG,,Never Be The Same,19,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33439014,Last Night (Feat. HARLEE),Digital Farm Animals,,Last Night (Feat. HARLEE),141,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33405225,Problems,Hey Violet,,Problems,57,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33160569,Sunday,Sara Diamond,,IDK,18,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32696551,Lovergirl,Andrea Valle,,Lovergirl,2,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32078632,I Hope U Never Get over Me,Brett Castro,,Im Sorry,6,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33044319,Sippin' On Feelings (Francis VI Remix),Tep No,,Sippin' On Feelings (Francis VI Remix),4,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33383283,Way Back Home (Feat. SOMOH),Lonely In The Rain,,Way Back Home,14,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33228514,City Lights (feat. Iveta),Papuga,,City Lights (feat. Iveta),4,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,32718868,Can't Say Why,Josh Bogert,,Can't Say Why,495,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33365516,Be Somebody (Jess Bays Remix),James Vincent McMorrow,,Be Somebody (Jess Bays Remix),39,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33377560,Dead Girl!,Au/Ra,,Dead Girl!,697,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
0,20210706,33455671,want want,Ffion,,want want,37,"유니크한 당신을 위해, 감각적인 힙스터 팝!",#유니크 #감각적인 #취향저격 #매장음악 #편집샵 #일렉 #팝 #일상 #기분전환 #분위기,AliceK,446042950
