,날짜,번호,앨범번호,앨범이름,가수,노래제목,장르,좋아요,태그
0,20210706,31835421,10291606,대충 입고 나와,우디 (Woody),대충 입고 나와,인디음악,"56,194",#인기순위 #일간순위 #인디음악
0,20210706,31914848,10305070,인사,멜로망스,인사,인디음악,"80,450",#인기순위 #일간순위 #인디음악
0,20210706,33651132,10644373,넌 눈부셔,커피소년,넌 눈부셔,인디음악,467,#인기순위 #일간순위 #인디음악
0,20210706,2627301,842655,시소,뜨거운 감자,고백,인디음악,"72,947",#인기순위 #일간순위 #인디음악
0,20210706,32334447,10379668,진인사대천명(盡人事待天命),호미들,진인사대천명,인디음악,"9,447",#인기순위 #일간순위 #인디음악
0,20210706,3472354,1328152,Lucky,스탠딩 에그,Little Star,인디음악,"126,962",#인기순위 #일간순위 #인디음악
0,20210706,30616707,10093774,She,잔나비,She (Hidden Track No.V 1월 선정곡),인디음악,"87,321",#인기순위 #일간순위 #인디음악
0,20210706,31148026,10178996,웃으며,"문성욱 , 임재현",웃으며,인디음악,"45,908",#인기순위 #일간순위 #인디음악
0,20210706,33149395,10536271,붙잡고 싶어도,#안녕,붙잡고 싶어도,인디음악,"13,415",#인기순위 #일간순위 #인디음악
0,20210706,30657308,10100191,Red Diary Page.1,볼빨간사춘기,Blue,인디음악,"134,977",#인기순위 #일간순위 #인디음악
0,20210706,31172510,10182740,헤어지던 밤,어쿠루브,헤어지던 밤,인디음악,"36,255",#인기순위 #일간순위 #인디음악
0,20210706,31726704,10271978,yours,데이먼스 이어 (Damons year),yours,인디음악,"28,518",#인기순위 #일간순위 #인디음악
0,20210706,9620471,2707131,Full Album RED PLANET,볼빨간사춘기,You(=I),인디음악,"114,257",#인기순위 #일간순위 #인디음악
0,20210706,33175321,10542010,너밖에 안보여,임재현,너밖에 안보여,인디음악,"10,904",#인기순위 #일간순위 #인디음악
0,20210706,32332594,10379211,그때는 이 거리가 아름다웠다,잠골버스,그때는 이 거리가 아름다웠다,인디음악,"17,145",#인기순위 #일간순위 #인디음악
0,20210706,32194039,10354661,끝난 사이,보라미유,끝난 사이,인디음악,"30,373",#인기순위 #일간순위 #인디음악
0,20210706,30736685,10112528,혜화동 거리에서,피아노맨,혜화동 거리에서,인디음악,"36,564",#인기순위 #일간순위 #인디음악
0,20210706,32173707,10351635,B.F.A.M(Brother from another mom),호미들,모자라(we need more),인디음악,"10,640",#인기순위 #일간순위 #인디음악
0,20210706,31296960,10202617,달이 참 예쁘다고,이승윤,달이 참 예쁘다고,인디음악,"13,344",#인기순위 #일간순위 #인디음악
0,20210706,31083695,10168308,하염없이,"학선 , T.P RETRO (타디스 프로젝트舊)",하염없이 (Feat. 정동원),인디음악,"35,004",#인기순위 #일간순위 #인디음악
0,20210706,30230986,10035799,우리집을 못 찾겠군요,매드클라운,우리집을 못 찾겠군요 (Feat. 볼빨간사춘기),인디음악,"97,179",#인기순위 #일간순위 #인디음악
0,20210706,2939095,1023955,원모어찬스,원 모어 찬스 (one more chance),널 생각해,인디음악,"129,636",#인기순위 #일간순위 #인디음악
0,20210706,5371629,2280781,그게 뭐라고,어쿠루브,그게 뭐라고,인디음악,"85,473",#인기순위 #일간순위 #인디음악
0,20210706,30829858,10127486,#첫사랑,볼빨간사춘기,#첫사랑,인디음악,"119,287",#인기순위 #일간순위 #인디음악
0,20210706,33462462,10604113,#0055b7,숀 (SHAUN),Blue (Feat. 원슈타인),인디음악,"5,133",#인기순위 #일간순위 #인디음악
0,20210706,5436000,2288004,November Rain,잔나비,November Rain,인디음악,"54,088",#인기순위 #일간순위 #인디음악
0,20210706,33480898,10607796,신호등,이무진,신호등,록/메탈,"89,086",#인기순위 #일간순위 #록/메탈
0,20210706,33589488,10631122,슬기로운 의사생활 시즌2 OST Part 1,이무진,비와 당신,록/메탈,"47,989",#인기순위 #일간순위 #록/메탈
0,20210706,33527705,10614899,안녕 (Hello) - Special Album,조이 (JOY),안녕 (Hello),록/메탈,"83,005",#인기순위 #일간순위 #록/메탈
0,20210706,32578498,10426648,에잇,아이유,에잇(Prod.&Feat. SUGA of BTS),록/메탈,"361,724",#인기순위 #일간순위 #록/메탈
0,20210706,32183386,10346650,Love poem,아이유,Blueming,록/메탈,"311,168",#인기순위 #일간순위 #록/메탈
0,20210706,33346446,10576966,R,로제 (ROSÉ),On The Ground,록/메탈,"130,071",#인기순위 #일간순위 #록/메탈
0,20210706,32003395,10320500,멜로가 체질 OST Part 3,장범준,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,록/메탈,"289,563",#인기순위 #일간순위 #록/메탈
0,20210706,32143487,10346650,Love poem,아이유,Love poem,록/메탈,"305,465",#인기순위 #일간순위 #록/메탈
0,20210706,33638428,10641512,슬기로운 의사생활 시즌2 OST Part 3,장범준,나는 너 좋아,록/메탈,"7,780",#인기순위 #일간순위 #록/메탈
0,20210706,32345931,10381712,이태원 클라쓰 OST Part.2,가호 (Gaho),시작,록/메탈,"215,213",#인기순위 #일간순위 #록/메탈
0,20210706,33649710,10644112,Right Through Me,DAY6 (Even of Day),뚫고 지나가요,록/메탈,"19,783",#인기순위 #일간순위 #록/메탈
0,20210706,33650729,10644247,Windy,전소연,삠삠 (BEAM BEAM),록/메탈,"11,227",#인기순위 #일간순위 #록/메탈
0,20210706,31093710,10170069,Red Diary Page.2,볼빨간사춘기,여행,록/메탈,"257,217",#인기순위 #일간순위 #록/메탈
0,20210706,31666417,10260858,전설,잔나비,주저하는 연인들을 위해,록/메탈,"293,919",#인기순위 #일간순위 #록/메탈
0,20210706,33649709,10644112,Right Through Me,DAY6 (Even of Day),우린,록/메탈,"11,801",#인기순위 #일간순위 #록/메탈
0,20210706,33649711,10644112,Right Through Me,DAY6 (Even of Day),역대급 (WALK),록/메탈,"10,802",#인기순위 #일간순위 #록/메탈
0,20210706,30290580,10044071,FINE,적재,별 보러 가자,록/메탈,"123,947",#인기순위 #일간순위 #록/메탈
0,20210706,33043504,10514407,잔나비 소곡집 l,잔나비,가을밤에 든 생각,록/메탈,"76,545",#인기순위 #일간순위 #록/메탈
0,20210706,33643965,10643174,Yellow Cab,DPR LIVE,Yellow Cab,록/메탈,"7,992",#인기순위 #일간순위 #록/메탈
0,20210706,31684636,10264375,장범준 3집,장범준,노래방에서,록/메탈,"189,766",#인기순위 #일간순위 #록/메탈
0,20210706,33527479,10617217,혼돈의 장: FREEZE,투모로우바이투게더,0X1=LOVESONG (I Know I Love You) feat. Seori,록/메탈,"44,886",#인기순위 #일간순위 #록/메탈
0,20210706,33649713,10644112,Right Through Me,DAY6 (Even of Day),비극의 결말에서,록/메탈,"9,350",#인기순위 #일간순위 #록/메탈
0,20210706,33649715,10644112,Right Through Me,DAY6 (Even of Day),LOVE PARADE,록/메탈,"9,595",#인기순위 #일간순위 #록/메탈
0,20210706,33649714,10644112,Right Through Me,DAY6 (Even of Day),나 홀로 집에,록/메탈,"9,553",#인기순위 #일간순위 #록/메탈
0,20210706,8141272,2679015,밴드 고맙삼다,태연 (TAEYEON),제주도의 푸른 밤,록/메탈,"80,519",#인기순위 #일간순위 #록/메탈
0,20210706,30232719,10036099,Every DAY6 February,DAY6 (데이식스),예뻤어,록/메탈,"159,288",#인기순위 #일간순위 #록/메탈
0,20210706,31532656,10238711,FLY HIGH PROJECT #2 '옥탑방',엔플라잉 (N.Flying),옥탑방 (Rooftop),록/메탈,"253,743",#인기순위 #일간순위 #록/메탈
0,20210706,837567,301886,Difference,윤도현,사랑했나봐,록/메탈,"85,911",#인기순위 #일간순위 #록/메탈
0,20210706,8298724,2702242,MONKEY HOTEL,잔나비,뜨거운 여름밤은 가고 남은 건 볼품없지만,록/메탈,"148,228",#인기순위 #일간순위 #록/메탈
0,20210706,32361098,10385262,이태원 클라쓰 OST Part.3,하현우 (국카스텐),돌덩이,록/메탈,"109,017",#인기순위 #일간순위 #록/메탈
0,20210706,732519,300646,Buzz Effect,버즈,가시,록/메탈,"99,349",#인기순위 #일간순위 #록/메탈
0,20210706,3753304,2097226,버스커 버스커 1집,버스커 버스커,벚꽃 엔딩,록/메탈,"369,989",#인기순위 #일간순위 #록/메탈
0,20210706,534252,35269,The Nuts,더 넛츠 (The NuTs),사랑의 바보,록/메탈,"72,909",#인기순위 #일간순위 #록/메탈
0,20210706,1177475,317113,Perfect,버즈,남자를 몰라,록/메탈,"86,164",#인기순위 #일간순위 #록/메탈
0,20210706,33153596,10537334,싱어게인 - 무명가수전 Episode.6,이무진,휘파람,록/메탈,"24,092",#인기순위 #일간순위 #록/메탈
0,20210706,31927275,10307346,The Book of Us : Gravity,DAY6 (데이식스),한 페이지가 될 수 있게,록/메탈,"88,657",#인기순위 #일간순위 #록/메탈
0,20210706,32038651,10327581,Two Five,볼빨간사춘기,워커홀릭,록/메탈,"138,054",#인기순위 #일간순위 #록/메탈
0,20210706,3620493,2038488,Lo9ve3r4s,정준일,안아줘,록/메탈,"218,447",#인기순위 #일간순위 #록/메탈
0,20210706,732516,300646,Buzz Effect,버즈,나에게로 떠나는 여행,록/메탈,"56,000",#인기순위 #일간순위 #록/메탈
0,20210706,30383949,10057570,23,혁오 (HYUKOH),TOMBOY,록/메탈,"180,313",#인기순위 #일간순위 #록/메탈
0,20210706,1649188,352436,Cheerful Sensibility,FTISLAND (FT아일랜드),사랑앓이,록/메탈,"47,608",#인기순위 #일간순위 #록/메탈
0,20210706,33571536,10625851,장범준 싱글,장범준,실버판테온,록/메탈,"8,608",#인기순위 #일간순위 #록/메탈
0,20210706,33607214,10634032,들려주고 싶었던,이승윤,들려주고 싶었던,록/메탈,"13,947",#인기순위 #일간순위 #록/메탈
0,20210706,5385974,2282505,20,혁오 (HYUKOH),위잉위잉,록/메탈,"201,562",#인기순위 #일간순위 #록/메탈
0,20210706,1883446,382579,멀어지다,넬 (NELL),기억을 걷는 시간,록/메탈,"137,527",#인기순위 #일간순위 #록/메탈
0,20210706,732512,300646,Buzz Effect,버즈,겁쟁이,록/메탈,"63,180",#인기순위 #일간순위 #록/메탈
0,20210706,32182535,10346650,Love poem,아이유,시간의 바깥,록/메탈,"128,144",#인기순위 #일간순위 #록/메탈
0,20210706,31684634,10264375,장범준 3집,장범준,당신과는 천천히,록/메탈,"114,777",#인기순위 #일간순위 #록/메탈
0,20210706,33422388,10594808,The Book of Us : Negentropy - Chaos swallowed up in love,DAY6 (데이식스),You make Me,록/메탈,"32,079",#인기순위 #일간순위 #록/메탈
0,20210706,33646994,10643720,그립다,김영흠,그립다,록/메탈,"1,689",#인기순위 #일간순위 #록/메탈
0,20210706,4451155,2233048,반오십,윤딴딴,겨울을 걷는다,록/메탈,"124,599",#인기순위 #일간순위 #록/메탈
0,20210706,30444666,10066921,TEAM BABY,검정치마,나랑 아니면,록/메탈,"90,890",#인기순위 #일간순위 #록/메탈
0,20210706,3753303,2097226,버스커 버스커 1집,버스커 버스커,여수 밤바다,록/메탈,"160,083",#인기순위 #일간순위 #록/메탈
0,20210706,4848555,2278294,봉춤을 추네,잔나비,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,록/메탈,"105,041",#인기순위 #일간순위 #록/메탈
0,20210706,316434,16672,새벽,부활,Never Ending Story,록/메탈,"60,676",#인기순위 #일간순위 #록/메탈
0,20210706,33180518,10543164,Your Lights (바이크 원정대 OST Part.1),이수 (엠씨더맥스),Your Lights,록/메탈,"19,214",#인기순위 #일간순위 #록/메탈
0,20210706,2650367,862952,환골탈태 (換骨奪胎),노라조,형 (兄),록/메탈,"79,078",#인기순위 #일간순위 #록/메탈
0,20210706,32183384,10346650,Love poem,아이유,unlucky,록/메탈,"108,845",#인기순위 #일간순위 #록/메탈
0,20210706,32596760,10430453,슬기로운 의사생활 OST Part 10,미도와 파라솔,밤이 깊었네 (Drama Ver.),록/메탈,"30,300",#인기순위 #일간순위 #록/메탈
0,20210706,4276080,2210557,"Goodbye, grief.",자우림,"스물다섯, 스물하나",록/메탈,"124,265",#인기순위 #일간순위 #록/메탈
0,20210706,33548505,10621180,Man on the Moon,엔플라잉 (N.Flying),Moonshot,록/메탈,"10,661",#인기순위 #일간순위 #록/메탈
0,20210706,30086173,10013929,LIFE IS BEAUTY FULL,문문 (MoonMoon),비행운,록/메탈,"208,240",#인기순위 #일간순위 #록/메탈
0,20210706,9573,781,소품집,플라워,Endless,록/메탈,"43,159",#인기순위 #일간순위 #록/메탈
0,20210706,33614064,10635158,"알고있지만, OST Part.2",나이트오프 (Night Off),알고있지만,록/메탈,"3,565",#인기순위 #일간순위 #록/메탈
0,20210706,420424,29678,Espresso,델리스파이스,고백,록/메탈,"111,190",#인기순위 #일간순위 #록/메탈
0,20210706,33375793,10583770,I'm,김세정,Warning (Feat. lIlBOI),록/메탈,"24,959",#인기순위 #일간순위 #록/메탈
0,20210706,33655294,10645466,연애시발.(점) OST Part.3,서영은,Sunshiny Day,록/메탈,163,#인기순위 #일간순위 #록/메탈
0,20210706,4399703,2226707,보고싶었어요,정준일,고백,록/메탈,"109,317",#인기순위 #일간순위 #록/메탈
0,20210706,1137108,315981,Special Story,야다 (Yada),이미 슬픈 사랑,록/메탈,"48,106",#인기순위 #일간순위 #록/메탈
0,20210706,32295026,10372085,UNSTABLE MINDSET,윤하 (YOUNHA),먹구름,록/메탈,"45,699",#인기순위 #일간순위 #록/메탈
0,20210706,32586848,10428497,The Book of Us : The Demon,DAY6 (데이식스),Zombie,록/메탈,"87,524",#인기순위 #일간순위 #록/메탈
0,20210706,2627301,842655,시소,뜨거운 감자,고백,록/메탈,"72,947",#인기순위 #일간순위 #록/메탈
0,20210706,489055,32889,Morning Of Buzz,버즈,Monologue,록/메탈,"50,975",#인기순위 #일간순위 #록/메탈
0,20210706,32183387,10346650,Love poem,아이유,자장가,록/메탈,"91,404",#인기순위 #일간순위 #록/메탈
0,20210706,1592995,347264,고백하기 좋은 날,윤하 (YOUNHA),비밀번호 486,록/메탈,"44,157",#인기순위 #일간순위 #록/메탈
0,20210706,3753309,2097226,버스커 버스커 1집,버스커 버스커,꽃송이가,록/메탈,"97,479",#인기순위 #일간순위 #록/메탈
0,20210706,33644403,10643281,보이스4 OST Part.2,강승윤,Your voice,록/메탈,"2,358",#인기순위 #일간순위 #록/메탈
0,20210706,8104513,2674213,장범준 2집,장범준,봄비,록/메탈,"49,795",#인기순위 #일간순위 #록/메탈
0,20210706,1008495,310414,사랑은 가슴이 시킨다,버즈,사랑은 가슴이 시킨다,록/메탈,"26,654",#인기순위 #일간순위 #록/메탈
0,20210706,31296960,10202617,달이 참 예쁘다고,이승윤,달이 참 예쁘다고,록/메탈,"13,344",#인기순위 #일간순위 #록/메탈
0,20210706,31481700,10231033,Remember Us : Youth Part 2,DAY6 (데이식스),행복했던 날들이었다,록/메탈,"65,165",#인기순위 #일간순위 #록/메탈
0,20210706,1177471,317113,Perfect,버즈,My Love (And),록/메탈,"45,360",#인기순위 #일간순위 #록/메탈
0,20210706,62614,4360,가을 우체국 앞에서,윤도현,가을 우체국 앞에서,록/메탈,"14,498",#인기순위 #일간순위 #록/메탈
0,20210706,30550293,10083276,'Be One' - Buzz The 1st Mini Album,버즈,사랑하지 않은 것처럼,록/메탈,"129,271",#인기순위 #일간순위 #록/메탈
0,20210706,1177472,317113,Perfect,버즈,은인,록/메탈,"42,277",#인기순위 #일간순위 #록/메탈
0,20210706,85674,7874,Final Fantasy,스카이,영원,록/메탈,"26,226",#인기순위 #일간순위 #록/메탈
0,20210706,33650522,10644187,X2 : Eclipse OST 'Glow in the dark',넬 (NELL),Glow in the dark,록/메탈,809,#인기순위 #일간순위 #록/메탈
0,20210706,4252728,2202410,버스커 버스커 2집,버스커 버스커,처음엔 사랑이란게,록/메탈,"130,089",#인기순위 #일간순위 #록/메탈
0,20210706,73737,5242,Invitation,에메랄드 캐슬,발걸음,록/메탈,"45,050",#인기순위 #일간순위 #록/메탈
0,20210706,32586850,10428497,The Book of Us : The Demon,DAY6 (데이식스),Love me or Leave me,록/메탈,"58,546",#인기순위 #일간순위 #록/메탈
0,20210706,5436000,2288004,November Rain,잔나비,November Rain,록/메탈,"54,088",#인기순위 #일간순위 #록/메탈
0,20210706,3832101,2128229,버스커 버스커 1집 마무리,버스커 버스커,정말로 사랑한다면,록/메탈,"117,384",#인기순위 #일간순위 #록/메탈
0,20210706,2226049,605252,Cross & Change,FTISLAND (FT아일랜드),바래,록/메탈,"23,673",#인기순위 #일간순위 #록/메탈
0,20210706,837773,301916,Time To Fly,김길중,사랑했지만,록/메탈,"37,954",#인기순위 #일간순위 #록/메탈
0,20210706,32183385,10346650,Love poem,아이유,그 사람,록/메탈,"83,166",#인기순위 #일간순위 #록/메탈
0,20210706,5760116,2326937,D,BIGBANG,맨정신,록/메탈,"111,534",#인기순위 #일간순위 #록/메탈
0,20210706,2255158,632858,25th Anniversary: Retrospect,부활,생각이나,록/메탈,"47,444",#인기순위 #일간순위 #록/메탈
0,20210706,32553649,10421929,슬기로운 의사생활 OST Part 7,제이레빗(J Rabbit),넌 언제나,록/메탈,"17,094",#인기순위 #일간순위 #록/메탈
0,20210706,38667,3022,Kim:Kyungho 1997,김경호,금지된 사랑,록/메탈,"19,569",#인기순위 #일간순위 #록/메탈
0,20210706,1521180,335460,Whispers Of Love,더 넛츠 (The NuTs),잔소리,록/메탈,"26,861",#인기순위 #일간순위 #록/메탈
0,20210706,32508053,10412319,내일은 미스터트롯 우승자 특전곡,임영웅,이제 나만 믿어요,트로트,"131,609",#인기순위 #일간순위 #트로트
0,20210706,33337651,10575005,별빛 같은 나의 사랑아,임영웅,별빛 같은 나의 사랑아,트로트,"58,320",#인기순위 #일간순위 #트로트
0,20210706,33514925,10614238,사랑의 콜센타 PART56,임영웅,다시 사랑한다면 (김필 Ver.),트로트,"22,518",#인기순위 #일간순위 #트로트
0,20210706,33630420,10639384,사랑의 콜센타 PART61,임영웅,끝사랑,트로트,"15,740",#인기순위 #일간순위 #트로트
0,20210706,33036660,10513079,HERO,임영웅,HERO,트로트,"59,418",#인기순위 #일간순위 #트로트
0,20210706,33606505,10633915,사랑의 콜센타 PART60,임영웅,잊었니,트로트,"15,732",#인기순위 #일간순위 #트로트
0,20210706,33464977,10604768,뽕숭아학당 PART22,임영웅,잊어야 한다는 마음으로,트로트,"21,948",#인기순위 #일간순위 #트로트
0,20210706,33423500,10595054,사랑의 콜센타 PART51,임영웅,바보같지만,트로트,"21,515",#인기순위 #일간순위 #트로트
0,20210706,33551773,10622055,사랑의 콜센타 PART58,임영웅,단 한사람,트로트,"15,367",#인기순위 #일간순위 #트로트
0,20210706,33322389,10571583,사랑의 콜센타 PART44,임영웅,후,트로트,"30,365",#인기순위 #일간순위 #트로트
0,20210706,33528441,10617441,사랑의 콜센타 PART57,임영웅,애정표현,트로트,"15,391",#인기순위 #일간순위 #트로트
0,20210706,33528433,10617441,사랑의 콜센타 PART57,임영웅,여자로보여,트로트,"15,005",#인기순위 #일간순위 #트로트
0,20210706,32397381,10391899,내일은 미스터트롯 트롯 에이드 베스트,임영웅,어느 60대 노부부이야기,트로트,"70,593",#인기순위 #일간순위 #트로트
0,20210706,32457751,10402513,내일은 미스터트롯 결승전 베스트,영탁,찐이야,트로트,"60,103",#인기순위 #일간순위 #트로트
0,20210706,32457756,10402513,내일은 미스터트롯 결승전 베스트,김호중,고맙소,트로트,"36,273",#인기순위 #일간순위 #트로트
0,20210706,31368699,10214084,니가 왜 거기서 나와,영탁,니가 왜 거기서 나와 (Narr. 고은아),트로트,"53,918",#인기순위 #일간순위 #트로트
0,20210706,32560653,10423519,나보다 더 사랑해요,김호중,나보다 더 사랑해요,트로트,"42,958",#인기순위 #일간순위 #트로트
0,20210706,32341095,10380994,내일은 미스터트롯 데스매치 PART1,영탁,막걸리 한잔,트로트,"41,934",#인기순위 #일간순위 #트로트
0,20210706,32323330,10377157,내일은 미스터트롯 예선곡 베스트,임영웅,바램,트로트,"62,620",#인기순위 #일간순위 #트로트
0,20210706,33070223,10519994,돼지토끼,장윤정,돼지토끼,트로트,"17,946",#인기순위 #일간순위 #트로트
0,20210706,32906335,10486198,우리家,김호중,만개 (Prod. 신지후),트로트,"30,125",#인기순위 #일간순위 #트로트
0,20210706,32046028,10328889,한잔해,박군,한잔해,트로트,"16,309",#인기순위 #일간순위 #트로트
0,20210706,32906337,10486198,우리家,김호중,우산이 없어요,트로트,"25,991",#인기순위 #일간순위 #트로트
0,20210706,32698536,10447627,할무니,김호중,할무니,트로트,"28,486",#인기순위 #일간순위 #트로트
0,20210706,31655897,10259010,Lots of Love,홍진영,오늘 밤에,트로트,"59,704",#인기순위 #일간순위 #트로트
0,20210706,32906341,10486198,우리家,김호중,"애인이 되어줄게요 (Prod. 알고보니, 혼수상태)",트로트,"22,313",#인기순위 #일간순위 #트로트
0,20210706,32906342,10486198,우리家,김호중,퇴근길,트로트,"22,581",#인기순위 #일간순위 #트로트
0,20210706,31657932,10259403,préparation(쁘레빠라씨용),장윤정,목포행 완행열차,트로트,"25,560",#인기순위 #일간순위 #트로트
0,20210706,2710613,916260,올래,장윤정,초혼,트로트,"43,421",#인기순위 #일간순위 #트로트
0,20210706,32741236,10454975,사랑의 콜센타 PART13,김호중,천년의 사랑,트로트,"15,233",#인기순위 #일간순위 #트로트
0,20210706,32866582,10477865,아홉 이야기,나훈아,테스형!,트로트,"23,563",#인기순위 #일간순위 #트로트
0,20210706,32323333,10377157,내일은 미스터트롯 예선곡 베스트,이찬원,진또배기,트로트,"36,834",#인기순위 #일간순위 #트로트
0,20210706,32955025,10496490,식구,김호중,남은 것은 당신뿐,트로트,"13,310",#인기순위 #일간순위 #트로트
0,20210706,32441451,10399605,내일은 미스터트롯 레전드 미션 베스트,임영웅,보라빛 엽서,트로트,"44,909",#인기순위 #일간순위 #트로트
0,20210706,32859299,10476364,사랑의 콜센타 PART19,임영웅,오래된 노래,트로트,"40,340",#인기순위 #일간순위 #트로트
0,20210706,31254010,10195495,계단말고 엘리베이터,임영웅,계단말고 엘리베이터,트로트,"50,160",#인기순위 #일간순위 #트로트
0,20210706,32457750,10402513,내일은 미스터트롯 결승전 베스트,정동원,여백,트로트,"23,868",#인기순위 #일간순위 #트로트
0,20210706,4182990,2193965,아모르 파티,김연자,아모르 파티,트로트,"71,128",#인기순위 #일간순위 #트로트
0,20210706,33317915,10570663,내일은 미스트롯2 결승전 작곡가미션,양지은,그 강을 건너지마오,트로트,"7,508",#인기순위 #일간순위 #트로트
0,20210706,8302665,2702825,미워요 / 소나기,임영웅,미워요,트로트,"46,457",#인기순위 #일간순위 #트로트
0,20210706,30753940,10114984,조영수 All star - 장윤정,장윤정,옆집누나,트로트,"9,669",#인기순위 #일간순위 #트로트
0,20210706,844269,302749,짠짜라,장윤정,사랑아,트로트,"13,947",#인기순위 #일간순위 #트로트
0,20210706,33279092,10563072,내일은 미스트롯2 레전드 미션 베스트 준결승1,김태연,바람길,트로트,"8,022",#인기순위 #일간순위 #트로트
0,20210706,32441452,10399605,내일은 미스터트롯 레전드 미션 베스트,영탁,추억으로 가는 당신,트로트,"17,605",#인기순위 #일간순위 #트로트
0,20210706,31657937,10259403,préparation(쁘레빠라씨용),장윤정,사랑 참,트로트,"17,370",#인기순위 #일간순위 #트로트
0,20210706,32457759,10402513,내일은 미스터트롯 결승전 베스트,이찬원,18세 순이,트로트,"18,402",#인기순위 #일간순위 #트로트
0,20210706,32626922,10436135,꼰대인턴 OST Part 2,이찬원,시절인연 (時節因緣),트로트,"21,404",#인기순위 #일간순위 #트로트
0,20210706,32457753,10402513,내일은 미스터트롯 결승전 베스트,임영웅,두 주먹,트로트,"39,181",#인기순위 #일간순위 #트로트
0,20210706,32441464,10399605,내일은 미스터트롯 레전드 미션 베스트,"정동원 , 장민호",파트너,트로트,"22,753",#인기순위 #일간순위 #트로트
0,20210706,8302666,2702825,미워요 / 소나기,임영웅,소나기,트로트,"40,708",#인기순위 #일간순위 #트로트
0,20210706,5450271,2289464,인생노트 (LIFE NOTE),홍진영,산다는 건 (Cheer Up),트로트,"55,379",#인기순위 #일간순위 #트로트
0,20210706,33275028,10562334,이불,영탁,이불,트로트,"13,508",#인기순위 #일간순위 #트로트
0,20210706,32323331,10377157,내일은 미스터트롯 예선곡 베스트,정동원,보릿고개,트로트,"17,354",#인기순위 #일간순위 #트로트
0,20210706,32608398,10432758,꼰대인턴 OST Part 1,영탁,꼰대라떼,트로트,"16,631",#인기순위 #일간순위 #트로트
0,20210706,33411358,10592111,따라따라와,김희재,따라따라와 (Prod. by 영탁),트로트,"10,035",#인기순위 #일간순위 #트로트
0,20210706,32567833,10424728,주라주라,둘째이모 김다비,주라주라,트로트,"34,886",#인기순위 #일간순위 #트로트
0,20210706,32362655,10385603,내일은 미스터트롯 데스매치 PART2,이찬원,울긴 왜 울어,트로트,"18,175",#인기순위 #일간순위 #트로트
0,20210706,30883561,10137397,잘가라,홍진영,잘가라,트로트,"37,138",#인기순위 #일간순위 #트로트
0,20210706,33027337,10511210,안돼요 (Never ever),홍진영,안돼요,트로트,"6,555",#인기순위 #일간순위 #트로트
0,20210706,5716847,2321181,진성 (안동역에서),진성,보릿고개,트로트,"11,503",#인기순위 #일간순위 #트로트
0,20210706,32323334,10377157,내일은 미스터트롯 예선곡 베스트,영탁,사내,트로트,"13,132",#인기순위 #일간순위 #트로트
0,20210706,33551769,10622055,사랑의 콜센타 PART58,"임영웅 , 영탁",내사람,트로트,"9,422",#인기순위 #일간순위 #트로트
0,20210706,30178926,10027404,뭣이 중헌디,임영웅,따라 따라,트로트,"39,474",#인기순위 #일간순위 #트로트
0,20210706,8095082,2672833,누나가 딱이야,영탁,누나가 딱이야,트로트,"14,056",#인기순위 #일간순위 #트로트
0,20210706,32457752,10402513,내일은 미스터트롯 결승전 베스트,이찬원,딱! 풀,트로트,"16,462",#인기순위 #일간순위 #트로트
0,20210706,33453665,10602358,내 마음속 최고,정동원,내 마음속 최고,트로트,"7,895",#인기순위 #일간순위 #트로트
0,20210706,33332737,10573821,내일은 미스트롯2 결승전 인생곡 미션,양지은,붓,트로트,"3,713",#인기순위 #일간순위 #트로트
0,20210706,30876516,10136194,나훈아 - 40주년 기념 특별 기획음반 (최신 골든 히트곡 모음집),나훈아,홍시,트로트,"7,164",#인기순위 #일간순위 #트로트
0,20210706,32362652,10385603,내일은 미스터트롯 데스매치 PART2,임영웅,일편단심 민들레야,트로트,"36,256",#인기순위 #일간순위 #트로트
0,20210706,33490386,10609708,사랑의 콜센타 PART55,임영웅,당신,트로트,"20,498",#인기순위 #일간순위 #트로트
0,20210706,32888699,10482539,사랑의 콜센타 PART21,임영웅,그 중에 그대를 만나,트로트,"23,014",#인기순위 #일간순위 #트로트
0,20210706,33392779,10588019,사랑의 콜센타 PART49,임영웅,Q,트로트,"24,014",#인기순위 #일간순위 #트로트
0,20210706,30607447,10092319,고맙소,조항조,고맙소,트로트,"6,833",#인기순위 #일간순위 #트로트
0,20210706,32615707,10434030,사랑의 콜센타 PART7,영탁,옆집오빠,트로트,"8,957",#인기순위 #일간순위 #트로트
0,20210706,4116845,2185509,남자는 말합니다,장민호,남자는 말합니다,트로트,"10,358",#인기순위 #일간순위 #트로트
0,20210706,33630422,10639384,사랑의 콜센타 PART61,이찬원,내게 남은 사랑을 드릴께요,트로트,"3,038",#인기순위 #일간순위 #트로트
0,20210706,3896698,2149029,"님의 사랑, 안동역에서",진성,안동역에서,트로트,"17,297",#인기순위 #일간순위 #트로트
0,20210706,32994202,10504315,사랑의 콜센타 PART27,임영웅,어느날 문득,트로트,"24,668",#인기순위 #일간순위 #트로트
0,20210706,32180564,10352532,뽕포유,유산슬,사랑의 재개발,트로트,"43,958",#인기순위 #일간순위 #트로트
