,날짜,번호,앨범번호,앨범이름,가수,가수번호,노래제목,장르,좋아요,태그
0,20210708,1854856,376502,My Friend,SG 워너비,108363,라라라,장르종합,"79,954",#인기순위 #일간순위 #장르종합
0,20210708,33331004,10573486,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)","정은지 , 양요섭",644871 510565,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)",장르종합,"95,189",#인기순위 #일간순위 #장르종합
0,20210708,33447280,10600760,GUESS WHO,ITZY (있지),2622030,마.피.아. In the morning,장르종합,"55,574",#인기순위 #일간순위 #장르종합
0,20210708,32961718,10498032,THE ALBUM,BLACKPINK,995169,Lovesick Girls,장르종합,"193,468",#인기순위 #일간순위 #장르종합
0,20210708,33013877,10508266,잠이 오질 않네요,장범준,648551,잠이 오질 않네요,장르종합,"142,206",#인기순위 #일간순위 #장르종합
0,20210708,32559782,10423289,NONSTOP,오마이걸 (OH MY GIRL),857994,Dolphin,장르종합,"186,191",#인기순위 #일간순위 #장르종합
0,20210708,33248758,10556610,추억은 만남보다 이별에 남아,정동하,181188,추억은 만남보다 이별에 남아,장르종합,"48,759",#인기순위 #일간순위 #장르종합
0,20210708,32578498,10426648,에잇,아이유,261143,에잇(Prod.&Feat. SUGA of BTS),장르종합,"362,119",#인기순위 #일간순위 #장르종합
0,20210708,33077234,10521521,BE,방탄소년단,672375,Life Goes On,장르종합,"219,767",#인기순위 #일간순위 #장르종합
0,20210708,32794652,10463600,취기를 빌려 (취향저격 그녀 X 산들),산들,672392,취기를 빌려 (취향저격 그녀 X 산들),장르종합,"195,003",#인기순위 #일간순위 #장르종합
0,20210708,30244931,10037969,YOU NEVER WALK ALONE,방탄소년단,672375,봄날,장르종합,"542,773",#인기순위 #일간순위 #장르종합
0,20210708,32183386,10346650,Love poem,아이유,261143,Blueming,장르종합,"311,555",#인기순위 #일간순위 #장르종합
0,20210708,32061975,10331947,항해,AKMU (악동뮤지션),712452,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",장르종합,"353,238",#인기순위 #일간순위 #장르종합
0,20210708,33372783,10554246,IU 5th Album 'LILAC',아이유,261143,Coin,장르종합,"96,516",#인기순위 #일간순위 #장르종합
0,20210708,32491274,10409054,슬기로운 의사생활 OST Part 3,조정석,253606,아로하,장르종합,"221,039",#인기순위 #일간순위 #장르종합
0,20210708,1500196,332658,The Precious History,SG 워너비,108363,내사람,장르종합,"66,217",#인기순위 #일간순위 #장르종합
0,20210708,33655615,10645569,다시 사랑할 수 있을까,"이홍기 (FT아일랜드) , 백지영",42554 1118,다시 사랑할 수 있을까,장르종합,"7,252",#인기순위 #일간순위 #장르종합
0,20210708,33618864,10636269,슬기로운 의사생활 시즌2 OST Part 2,김대명,2086543,가을 우체국 앞에서,장르종합,"20,793",#인기순위 #일간순위 #장르종합
0,20210708,33077590,10521601,쇼미더머니 9 Episode 1,"먼치맨(MUNCHMAN) , Khundi Panda , 머쉬베놈 (MUSHVENOM) , 미란이 (Mirani)",2747971 1703507 2745413 2866523,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),장르종합,"186,521",#인기순위 #일간순위 #장르종합
0,20210708,33346446,10576966,R,로제 (ROSÉ),995171,On The Ground,장르종합,"131,004",#인기순위 #일간순위 #장르종합
0,20210708,33359309,10580103,Justice,Justin Bieber,420621,Off My Face,장르종합,"55,050",#인기순위 #일간순위 #장르종합
0,20210708,33372788,10554246,IU 5th Album 'LILAC',아이유,261143,어푸 (Ah puh),장르종합,"86,150",#인기순위 #일간순위 #장르종합
0,20210708,31029291,10137250,Speak Your Mind (Deluxe),Anne-Marie,870307,2002,장르종합,"363,687",#인기순위 #일간순위 #장르종합
0,20210708,33107649,10527955,그날에 나는 맘이 편했을까,이예준,718655,그날에 나는 맘이 편했을까,장르종합,"55,774",#인기순위 #일간순위 #장르종합
0,20210708,33496587,10610525,다정히 내 이름을 부르면 (경서예지 x 전건호),"경서예지 , 전건호",2863470 2739011,다정히 내 이름을 부르면,장르종합,"25,113",#인기순위 #일간순위 #장르종합
0,20210708,33011180,10507546,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,771375,나랑 같이 걸을래 (바른연애 길잡이 X 적재),장르종합,"105,939",#인기순위 #일간순위 #장르종합
0,20210708,32003395,10320500,멜로가 체질 OST Part 3,장범준,648551,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장르종합,"289,663",#인기순위 #일간순위 #장르종합
0,20210708,31509376,10235362,12:45 (Stripped),Etham,1907334,12:45 (Stripped),장르종합,"141,592",#인기순위 #일간순위 #장르종합
0,20210708,33638428,10641512,슬기로운 의사생활 시즌2 OST Part 3,장범준,648551,나는 너 좋아,장르종합,"9,680",#인기순위 #일간순위 #장르종합
0,20210708,32224272,10359162,Boyhood,창모 (CHANGMO),774900,METEOR,장르종합,"265,190",#인기순위 #일간순위 #장르종합
0,20210708,30962526,10149492,'키스 먼저 할까요?' OST Part.3,폴킴,752425,"모든 날, 모든 순간 (Every day, Every Moment)",장르종합,"370,964",#인기순위 #일간순위 #장르종합
0,20210708,3894276,2148596,오래된 노래,스탠딩 에그,467880,오래된 노래,장르종합,"230,046",#인기순위 #일간순위 #장르종합
0,20210708,32224166,10359126,너의 번호를 누르고,#안녕,1024489,너의 번호를 누르고 (Prod. 영화처럼),장르종합,"80,699",#인기순위 #일간순위 #장르종합
0,20210708,32438894,10399190,어떻게 지내,오반 (OVAN),925515,어떻게 지내 (Prod. By VAN.C),장르종합,"161,871",#인기순위 #일간순위 #장르종합
0,20210708,33510308,10613163,MSG워너비 TOP 8 경연곡,MSG워너비(정상동기),2939210,체념,장르종합,"21,022",#인기순위 #일간순위 #장르종합
0,20210708,33601086,10632920,허리춤,오반 (OVAN),925515,허리춤,장르종합,"17,375",#인기순위 #일간순위 #장르종합
0,20210708,32055419,10330593,JORDI (Deluxe),Maroon 5,107721,Memories,장르종합,"170,301",#인기순위 #일간순위 #장르종합
0,20210708,32559781,10423289,NONSTOP,오마이걸 (OH MY GIRL),857994,살짝 설렜어 (Nonstop),장르종합,"180,051",#인기순위 #일간순위 #장르종합
0,20210708,33571535,10625851,장범준 싱글,장범준,648551,추적이는 여름 비가 되어,장르종합,"21,794",#인기순위 #일간순위 #장르종합
0,20210708,31853557,10294603,Red Moon : To You My Light,마크툽 (MAKTUB),566431,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),장르종합,"240,417",#인기순위 #일간순위 #장르종합
0,20210708,33405149,10590812,그냥 안아달란 말야,다비치,236815,그냥 안아달란 말야,장르종합,"38,686",#인기순위 #일간순위 #장르종합
0,20210708,33646995,10643721,한여름밤의 꿀 : 다시 여름 (TEN PROJECT Part.3),"레이나 (Raina) , San E",672337 402526,한여름밤의 꿀 : 다시 여름,장르종합,"9,793",#인기순위 #일간순위 #장르종합
0,20210708,33643253,10642901,Way Back Home (2021),런치,2746396,Way Back Home (2021),장르종합,"9,713",#인기순위 #일간순위 #장르종합
0,20210708,32525311,10416034,사실 나는,경서예지,2863470,사실 나는 (Feat.전건호),장르종합,"76,918",#인기순위 #일간순위 #장르종합
0,20210708,33229299,10552055,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10CM,468244,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),장르종합,"70,121",#인기순위 #일간순위 #장르종합
0,20210708,32156286,10348811,늦은 밤 너의 집 앞 골목길에서,노을,105623,늦은 밤 너의 집 앞 골목길에서,장르종합,"182,942",#인기순위 #일간순위 #장르종합
0,20210708,32508053,10412319,내일은 미스터트롯 우승자 특전곡,임영웅,994944,이제 나만 믿어요,장르종합,"131,757",#인기순위 #일간순위 #장르종합
0,20210708,32720013,10451566,How You Like That,BLACKPINK,995169,How You Like That,장르종합,"180,460",#인기순위 #일간순위 #장르종합
0,20210708,32998018,10505118,힘든 건 사랑이 아니다,임창정,1142,힘든 건 사랑이 아니다,장르종합,"105,791",#인기순위 #일간순위 #장르종합
0,20210708,31979846,10316394,The Kids Are Coming,Tones And I,2742009,Dance Monkey,장르종합,"159,716",#인기순위 #일간순위 #장르종합
0,20210708,33347390,10577197,이렇게 좋아해 본 적이 없어요 (소녀의 세계 X CHEEZE(치즈)),CHEEZE (치즈),597191,이렇게 좋아해 본 적이 없어요,장르종합,"47,318",#인기순위 #일간순위 #장르종합
0,20210708,33628324,10638844,MUST,2PM,259822,해야 해,장르종합,"22,553",#인기순위 #일간순위 #장르종합
0,20210708,33663069,10647545,슬기로운 의사생활 시즌2 OST Part 4,TWICE (트와이스),905701,누구보다 널 사랑해,장르종합,"5,698",#인기순위 #일간순위 #장르종합
0,20210708,33439096,10598763,너의 발걸음에 빛을 비춰줄게 (Prod. 조영수),케이시 (Kassy),858125,너의 발걸음에 빛을 비춰줄게 (Prod. 조영수),장르종합,"27,403",#인기순위 #일간순위 #장르종합
0,20210708,711626,50578,살다가,SG 워너비,108363,살다가,장르종합,"68,348",#인기순위 #일간순위 #장르종합
0,20210708,31341518,10209752,I met you when I was 18. (the playlist),Lauv,1956543,Paris In The Rain,장르종합,"256,662",#인기순위 #일간순위 #장르종합
0,20210708,32378104,10388744,사랑의 불시착 OST Part 11,아이유,261143,마음을 드려요,장르종합,"210,789",#인기순위 #일간순위 #장르종합
0,20210708,33572275,10626157,오늘따라 더 미운 그대가,전상근,979724,오늘따라 더 미운 그대가,장르종합,"15,677",#인기순위 #일간순위 #장르종합
0,20210708,33658484,10646362,밤이 되니까,원슈타인,1702472,밤이 되니까,장르종합,"10,744",#인기순위 #일간순위 #장르종합
0,20210708,31388145,10217134,너를 만나,폴킴,752425,너를 만나,장르종합,"290,553",#인기순위 #일간순위 #장르종합
0,20210708,32143487,10346650,Love poem,아이유,261143,Love poem,장르종합,"305,811",#인기순위 #일간순위 #장르종합
0,20210708,32871975,10478925,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),205880,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),장르종합,"106,541",#인기순위 #일간순위 #장르종합
0,20210708,32137576,10345880,Future Nostalgia,Dua Lipa,889721,Don't Start Now,장르종합,"141,748",#인기순위 #일간순위 #장르종합
0,20210708,33164083,10539679,Hello,허각,28801,우린 어쩌다 헤어진 걸까,장르종합,"35,648",#인기순위 #일간순위 #장르종합
0,20210708,33628125,10638810,Hello Future - The 1st Album Repackage,NCT DREAM,1066419,Hello Future,장르종합,"65,268",#인기순위 #일간순위 #장르종합
0,20210708,32187544,10353881,우리 왜 헤어져야 해,신예영,2740042,우리 왜 헤어져야 해,장르종합,"111,612",#인기순위 #일간순위 #장르종합
0,20210708,32345931,10381712,이태원 클라쓰 OST Part.2,가호 (Gaho),13494,시작,장르종합,"215,369",#인기순위 #일간순위 #장르종합
0,20210708,33625988,10638275,MSG워너비 1집,MSG워너비(M.O.M),2939212,바라만 본다,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33487342,10609232,Next Level,aespa,2899555,Next Level,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33507137,10612483,Butter,방탄소년단,672375,Butter,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33503722,10611845,HAPPEN,헤이즈 (Heize),751611,헤픈 우연,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33625989,10638275,MSG워너비 1집,MSG워너비(정상동기),2939210,나를 아는 사람,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33589260,10631055,Summer Queen,브레이브걸스,531700,치맛바람 (Chi Mat Ba Ram),국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33480898,10607796,신호등,이무진,2138620,신호등,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33464805,10604729,Dear OHMYGIRL,오마이걸 (OH MY GIRL),857994,Dun Dun Dance,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33666269,10648182,Butter / Permission to Dance,방탄소년단,672375,Permission to Dance,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33655994,10645654,Weekend,태연 (TAEYEON),236797,Weekend,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,30287019,10043575,Rollin',브레이브걸스,531700,롤린 (Rollin'),국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33559180,10623687,Taste of Love,TWICE (트와이스),905701,Alcohol-Free,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,32872978,10479150,Dynamite (DayTime Version),방탄소년단,672375,Dynamite,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33372781,10554246,IU 5th Album 'LILAC',아이유,261143,라일락,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33397561,10589127,STAYDOM,STAYC(스테이씨),2899290,ASAP,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33589488,10631122,슬기로운 의사생활 시즌2 OST Part 1,이무진,2138620,비와 당신,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33527705,10614899,안녕 (Hello) - Special Album,조이 (JOY),780922,안녕 (Hello),국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,32860397,10476623,We Ride,브레이브걸스,531700,운전만해 (We Ride),국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33239419,10554246,IU 5th Album 'LILAC',아이유,261143,Celebrity,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33618271,10636091,하루만 더,빅마마,105803,하루만 더,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33510307,10613163,MSG워너비 TOP 8 경연곡,"MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인)",2939206,상상더하기,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33359725,10580227,사이렌 Remix,호미들,2754623,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,1944399,399659,Sg Wanna Be+,SG 워너비,108363,Timeless,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,8130796,2677681,Fresh Adventure,라붐 (LABOUM),783462,상상더하기,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33315511,10570193,멜로디,ASH ISLAND,2112495,멜로디,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,3414749,1286252,최고의 사랑 OST Part.4,아이유,261143,내 손을 잡아,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33167063,10540298,밝게 빛나는 별이 되어 비춰줄게,송이한,2189536,밝게 빛나는 별이 되어 비춰줄게,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33632153,10639807,비 오는 날 듣기 좋은 노래,에픽하이 (EPIK HIGH),108356,비 오는 날 듣기 좋은 노래 (Feat. Colde),국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33061995,10518234,밤하늘의 별을(2020),경서,994005,밤하늘의 별을(2020),국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,31737197,10273641,MAP OF THE SOUL : PERSONA,방탄소년단,672375,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33645879,10643590,Love(Prod.Rocoberry),"이성경 , 로꼬",743255 688432,러브(Prod.로코베리),국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,1854856,376502,My Friend,SG 워너비,108363,라라라,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33331004,10573486,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)","정은지 , 양요섭",644871 510565,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)",국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33447280,10600760,GUESS WHO,ITZY (있지),2622030,마.피.아. In the morning,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,32961718,10498032,THE ALBUM,BLACKPINK,995169,Lovesick Girls,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33013877,10508266,잠이 오질 않네요,장범준,648551,잠이 오질 않네요,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,32559782,10423289,NONSTOP,오마이걸 (OH MY GIRL),857994,Dolphin,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33248758,10556610,추억은 만남보다 이별에 남아,정동하,181188,추억은 만남보다 이별에 남아,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,32578498,10426648,에잇,아이유,261143,에잇(Prod.&Feat. SUGA of BTS),국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33077234,10521521,BE,방탄소년단,672375,Life Goes On,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,32794652,10463600,취기를 빌려 (취향저격 그녀 X 산들),산들,672392,취기를 빌려 (취향저격 그녀 X 산들),국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,30244931,10037969,YOU NEVER WALK ALONE,방탄소년단,672375,봄날,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,32183386,10346650,Love poem,아이유,261143,Blueming,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,32061975,10331947,항해,AKMU (악동뮤지션),712452,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33372783,10554246,IU 5th Album 'LILAC',아이유,261143,Coin,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,32491274,10409054,슬기로운 의사생활 OST Part 3,조정석,253606,아로하,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,1500196,332658,The Precious History,SG 워너비,108363,내사람,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33655615,10645569,다시 사랑할 수 있을까,"이홍기 (FT아일랜드) , 백지영",42554 1118,다시 사랑할 수 있을까,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33618864,10636269,슬기로운 의사생활 시즌2 OST Part 2,김대명,2086543,가을 우체국 앞에서,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33077590,10521601,쇼미더머니 9 Episode 1,"먼치맨(MUNCHMAN) , Khundi Panda , 머쉬베놈 (MUSHVENOM) , 미란이 (Mirani)",2747971 1703507 2745413 2866523,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33346446,10576966,R,로제 (ROSÉ),995171,On The Ground,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33372788,10554246,IU 5th Album 'LILAC',아이유,261143,어푸 (Ah puh),국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33107649,10527955,그날에 나는 맘이 편했을까,이예준,718655,그날에 나는 맘이 편했을까,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33496587,10610525,다정히 내 이름을 부르면 (경서예지 x 전건호),"경서예지 , 전건호",2863470 2739011,다정히 내 이름을 부르면,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33011180,10507546,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,771375,나랑 같이 걸을래 (바른연애 길잡이 X 적재),국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,32003395,10320500,멜로가 체질 OST Part 3,장범준,648551,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33638428,10641512,슬기로운 의사생활 시즌2 OST Part 3,장범준,648551,나는 너 좋아,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,32224272,10359162,Boyhood,창모 (CHANGMO),774900,METEOR,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,30962526,10149492,'키스 먼저 할까요?' OST Part.3,폴킴,752425,"모든 날, 모든 순간 (Every day, Every Moment)",국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,3894276,2148596,오래된 노래,스탠딩 에그,467880,오래된 노래,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,32224166,10359126,너의 번호를 누르고,#안녕,1024489,너의 번호를 누르고 (Prod. 영화처럼),국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,32438894,10399190,어떻게 지내,오반 (OVAN),925515,어떻게 지내 (Prod. By VAN.C),국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33510308,10613163,MSG워너비 TOP 8 경연곡,MSG워너비(정상동기),2939210,체념,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33601086,10632920,허리춤,오반 (OVAN),925515,허리춤,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,32559781,10423289,NONSTOP,오마이걸 (OH MY GIRL),857994,살짝 설렜어 (Nonstop),국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33571535,10625851,장범준 싱글,장범준,648551,추적이는 여름 비가 되어,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,31853557,10294603,Red Moon : To You My Light,마크툽 (MAKTUB),566431,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33405149,10590812,그냥 안아달란 말야,다비치,236815,그냥 안아달란 말야,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33646995,10643721,한여름밤의 꿀 : 다시 여름 (TEN PROJECT Part.3),"레이나 (Raina) , San E",672337 402526,한여름밤의 꿀 : 다시 여름,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33643253,10642901,Way Back Home (2021),런치,2746396,Way Back Home (2021),국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,32525311,10416034,사실 나는,경서예지,2863470,사실 나는 (Feat.전건호),국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33229299,10552055,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10CM,468244,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,32156286,10348811,늦은 밤 너의 집 앞 골목길에서,노을,105623,늦은 밤 너의 집 앞 골목길에서,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,32508053,10412319,내일은 미스터트롯 우승자 특전곡,임영웅,994944,이제 나만 믿어요,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,32720013,10451566,How You Like That,BLACKPINK,995169,How You Like That,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,32998018,10505118,힘든 건 사랑이 아니다,임창정,1142,힘든 건 사랑이 아니다,국내종합,											,#인기순위 #일간순위 #국내종합
0,20210708,33347390,10577197,이렇게 좋아해 본 적이 없어요 (소녀의 세계 X CHEEZE(치즈)),CHEEZE (치즈),597191,이렇게 좋아해 본 적이 없어요,국내종합,											,#인기순위 #일간순위 #국내종합
