,날짜,번호,제목,가수,장르,앨범이름,좋아요
0,20210704,33115804,"Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)",미란이 (Mirani),랩_힙합,쇼미더머니 9 Episode 3,"61,770"
0,20210704,33353705,어떤X (What Type of X),제시 (Jessi),랩_힙합,어떤X (What Type of X),"23,523"
0,20210704,31295312,Trip (Feat. Hannah),릴러말즈 (Leellamarz),랩_힙합,Trip,"62,758"
0,20210704,",8143111",돌아오지마 (Feat. 용준형 Of 비스트),헤이즈 (Heize),랩_힙합,돌아오지마,"185,882"
0,20210704,32596008,꽉 쥔 주먹속의 라이터,호미들,랩_힙합,Ghetto Kids,"20,553"
0,20210704,33594899,GAM3 BO1,세븐틴,랩_힙합,SEVENTEEN 8th Mini Album 'Your Choice',"34,234"
0,20210704,"',522852",너에게 쓰는 편지 (Feat. 린),MC몽,랩_힙합,180 Degree,"74,496"
0,20210704,32961285,우리서로사랑하지는말자,기리보이,랩_힙합,영화같게,"63,717"
0,20210704,33456224,"Countdown (3, 2, 1)",NCT DREAM,랩_힙합,맛 (Hot Sauce) - The 1st Album,"53,981"
0,20210704,",3853980",어땠을까 (Feat. 박정현),싸이 (PSY),랩_힙합,싸이6甲 Part.1,"133,711"
0,20210704,32224271,빌었어,창모 (CHANGMO),랩_힙합,Boyhood,"119,075"
0,20210704,31717822,Kill This Love,BLACKPINK,랩_힙합,KILL THIS LOVE,"134,798"
0,20210704,31854689,BAND,창모 (CHANGMO),랩_힙합,BAND,"126,162"
0,20210704,32493944,400km (Feat. Kid Milli),한요한,랩_힙합,원기옥,"48,144"
0,20210704,",2312253","헤어지지 못하는 여자, 떠나가지 못하는 남자 (Feat. 정인)",리쌍,랩_힙합,Hexagonal,"107,978"
0,20210704,",3726617",자니 (Feat. Dynamic Duo),프라이머리,랩_힙합,자니,"176,219"
0,20210704,32915886,축하해 (Prod. By VAN.C),오반 (OVAN),랩_힙합,축하해,"43,267"
0,20210704,33150993,"ON AIR (Feat. 로꼬, 박재범 & GRAY)",릴보이 (lIlBOI),랩_힙합,쇼미더머니 9 Final,"41,828"
0,20210704,"',531840",Y (Please Tell Me Why),프리스타일,랩_힙합,Freestyle 3,"44,962"
0,20210704,33320360,FRIENDS (Prod. Slom),릴보이 (lIlBOI),랩_힙합,FRIENDS,"33,008"
0,20210704,33478321,GENIUS (Feat. 창모),D.Ark (디아크),랩_힙합,EP1 GENIUS,"17,322"
0,20210704,31724057,악몽,ASH ISLAND,랩_힙합,More ASH,"63,492"
0,20210704,",5650996",우연히 봄,로꼬,랩_힙합,냄새를 보는 소녀 OST Part.2,"150,460"
0,20210704,",2733249",죽을 만큼 아파서 (Feat. 멜로우),MC몽,랩_힙합,블루브랜드 Trauma Part 2,"80,122"
0,20210704,",1913501",하루 하루,BIGBANG,랩_힙합,Stand Up (2008 빅뱅 3rd Mini Album),"78,158"
0,20210704,32479576,GONE (Feat. Paloalto) (Prod. TOIL),릴러말즈 (Leellamarz),랩_힙합,GONE,"49,060"
0,20210704,31123623,Selfmade Orange (Feat. SUPERBEE),창모 (CHANGMO),랩_힙합,닿는 순간,"99,750"
0,20210704,33444738,365&7 (Feat. JAMIE),pH-1,랩_힙합,365&7,"23,229"
0,20210704,31340985,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),pH-1,랩_힙합,쇼미더머니 777 Episode 1,"174,076"
0,20210704,30859584,사랑을 했다 (LOVE SCENARIO),iKON,랩_힙합,Return,"308,874"
0,20210704,",2951700",그땐 그땐 그땐,Supreme Team,랩_힙합,Ames Room,"92,560"
0,20210704,33453561,신경꺼,ASH ISLAND,랩_힙합,More ISLAND,"17,384"
0,20210704,32650659,어떻게 지내 (답가),런치,랩_힙합,어떻게 지내 (답가),"57,148"
0,20210704,31417871,SOLO,제니 (JENNIE),랩_힙합,SOLO,"201,770"
0,20210704,33133804,악역 (Feat. 이하이 & 사이먼 도미닉) (Prod. 코드 쿤스트),스윙스,랩_힙합,쇼미더머니 9 Semi Final,"36,691"
0,20210704,33323381,좋은 이별이 있을 리가 없잖아 (Feat. 조현아 Of 어반자카파),MC몽,랩_힙합,FLOWER 9,"13,903"
0,20210704,33115809,적외선 카메라,원슈타인,랩_힙합,쇼미더머니 9 Episode 3,"56,201"
0,20210704,32509043,안았어야해 (Feat. Futuristic Swaver),JAEHA (재하),랩_힙합,Life Like 18,"18,404"
0,20210704,33630590,Y (Please Tell Me Why),소유 (SOYOU),랩_힙합,Cyworld BGM 2021,"1,487"
0,20210704,",1698598",거짓말,BIGBANG,랩_힙합,Always,"76,395"
0,20210704,33133799,고독하구만 (Feat. 수퍼비) (Prod. GroovyRoom),머쉬베놈 (MUSHVENOM),랩_힙합,쇼미더머니 9 Semi Final,"31,637"
0,20210704,33496461,끝 (prod. Kidstone),호미들,랩_힙합,Family Business,"8,426"
0,20210704,33029109,도망가,MINO (송민호),랩_힙합,TAKE,"50,407"
0,20210704,33097532,"존시나 (Feat. Northfacegawd, JUSTHIS, 래원)",염따,랩_힙합,살아숨셔 3,"17,416"
0,20210704,31266282,Euphoria,방탄소년단,랩_힙합,LOVE YOURSELF 結 'Answer',"227,774"
0,20210704,31815490,교통정리 (Feat. 헤이즈),기리보이,랩_힙합,교통정리,"99,479"
0,20210704,30939452,Jenga (Feat. Gaeko),헤이즈 (Heize),랩_힙합,바람,"114,514"
0,20210704,33503722,헤픈 우연,헤이즈 (Heize),R&B_Soul,HAPPEN,"119,323"
0,20210704,33167063,밝게 빛나는 별이 되어 비춰줄게,송이한,R&B_Soul,밝게 빛나는 별이 되어 비춰줄게,"83,090"
0,20210704,33372783,Coin,아이유,R&B_Soul,IU 5th Album 'LILAC',"95,697"
0,20210704,",1500196",내사람,SG 워너비,R&B_Soul,The Precious History,"65,930"
0,20210704,31853557,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),R&B_Soul,Red Moon : To You My Light,"240,125"
0,20210704,30492279,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize),R&B_Soul,/// (너 먹구름 비),"279,875"
0,20210704,33625951,사랑한다 말로는 담을 수 없는 너 (그게 너였으면 좋겠다 X 임한별),임한별,R&B_Soul,사랑한다 말로는 담을 수 없는 너 (그게 너였으면 좋겠다 X 임한별),"6,455"
0,20210704,33643255,쪽빛 황홀 (Indigo Ecstasy) (Feat.XenomiX),마크툽 (MAKTUB),R&B_Soul,Red Moon : Indigo Ecstasy,"2,678"
0,20210704,33503723,처음처럼 (Feat. 개리),헤이즈 (Heize),R&B_Soul,HAPPEN,"16,523"
0,20210704,33562949,긴 밤 (feat. 기리보이),Seori,R&B_Soul,긴 밤,"24,919"
0,20210704,",8235260",비,폴킴,R&B_Soul,비,"279,917"
0,20210704,31737198,소우주 (Mikrokosmos),방탄소년단,R&B_Soul,MAP OF THE SOUL : PERSONA,"247,196"
0,20210704,"',420534",체념,빅마마,R&B_Soul,Like The Bible,"67,069"
0,20210704,33372785,돌림노래 (Feat. DEAN),아이유,R&B_Soul,IU 5th Album 'LILAC',"58,893"
0,20210704,",1469342",연,빅마마,R&B_Soul,For The People,"50,989"
0,20210704,"',485716",정말 사랑했을까,브라운 아이드 소울,R&B_Soul,Soul Free,"76,622"
0,20210704,"',420522",Break Away,빅마마,R&B_Soul,Like The Bible,"13,160"
0,20210704,",1615770",아리랑,SG 워너비,R&B_Soul,The Sentimental Chord,"26,242"
0,20210704,32808616,홀로,이하이,R&B_Soul,홀로,"136,451"
0,20210704,32243273,Square (2017),백예린 (Yerin Baek),R&B_Soul,Every letter I sent you.,"230,746"
0,20210704,33623298,따듯해,적재,R&B_Soul,따듯해,"7,948"
0,20210704,32906021,별을 담은 시 (Ode To The Stars),마크툽 (MAKTUB),R&B_Soul,Red Moon : Ode To The Stars,"46,811"
0,20210704,33503724,감기 (Feat. 창모),헤이즈 (Heize),R&B_Soul,HAPPEN,"12,361"
0,20210704,30378156,팔레트 (Feat. G-DRAGON),아이유,R&B_Soul,Palette,"263,092"
0,20210704,33456222,우리의 계절 (My Youth),NCT DREAM,R&B_Soul,맛 (Hot Sauce) - The 1st Album,"66,545"
0,20210704,32251432,도망가자 (Run With Me),선우정아,R&B_Soul,Serenade,"107,281"
0,20210704,",3910821",바람기억,나얼,R&B_Soul,Principle Of My Soul,"229,647"
0,20210704,30049271,"All I Wanna Do (K) (Feat. Hoody, Loco)",박재범,R&B_Soul,EVERYTHING YOU WANTED,"187,890"
0,20210704,33334097,비로소 너에게 도착했다 (Full Bloom),마크툽 (MAKTUB),R&B_Soul,Red Moon : Full Bloom (滿開),"18,682"
0,20210704,31346009,삐삐,아이유,R&B_Soul,삐삐,"277,490"
0,20210704,33139117,What Do I Call You,태연 (TAEYEON),R&B_Soul,What Do I Call You - The 4th Mini Album,"71,372"
0,20210704,33456228,Rainbow (책갈피),NCT DREAM,R&B_Soul,맛 (Hot Sauce) - The 1st Album,"59,991"
0,20210704,33594901,"같은 꿈, 같은 맘, 같은 밤",세븐틴,R&B_Soul,SEVENTEEN 8th Mini Album 'Your Choice',"34,691"
0,20210704,33372786,빈 컵 (Empty Cup),아이유,R&B_Soul,IU 5th Album 'LILAC',"42,923"
0,20210704,",5576417",같은 시간 속의 너,나얼,R&B_Soul,브라운 아이드 소울 싱글 프로젝트 1st. 같은 시간 속의 너 By 나얼,"160,901"
0,20210704,32955381,밤하늘의 저 별처럼,헤이즈 (Heize),R&B_Soul,밤하늘의 저 별처럼 (브람스를 좋아하세요? OST 스페셜 트랙),"36,313"
0,20210704,30809895,미안해,양다일,R&B_Soul,inside,"183,055"
0,20210704,33592010,우린 이미,김뮤지엄 (KIMMUSEUM),R&B_Soul,"알고있지만, OST Part.1","6,782"
0,20210704,33082578,누구 없소,이무진,R&B_Soul,싱어게인 - 무명가수전 Episode.2,"39,246"
0,20210704,"',519620",...사랑했잖아...,린,R&B_Soul,Can U See The Bright,"83,621"
0,20210704,33503726,미안해 널 사랑해 (Feat. 김필),헤이즈 (Heize),R&B_Soul,HAPPEN,"10,988"
0,20210704,",8109412",D (half moon) (Feat. 개코),DEAN,R&B_Soul,130 Mood : TRBL,"239,347"
0,20210704,33503727,빗물에게 들으니 (Feat. 안예은),헤이즈 (Heize),R&B_Soul,HAPPEN,"8,477"
0,20210704,31893681,괜찮아도 괜찮아 (That's okay),디오 (D.O.),R&B_Soul,괜찮아도 괜찮아 (That's okay) - SM STATION,"199,783"
0,20210704,30659630,밤이 되니까,펀치 (Punch),R&B_Soul,밤이 되니까,"190,508"
0,20210704,33453317,헤어지는거죠,펀치 (Punch),R&B_Soul,헤어지는거죠,"8,301"
0,20210704,"7',19807",벌써 일년,브라운 아이즈,R&B_Soul,Brown Eyes,"64,095"
0,20210704,33379610,Bambi,백현 (BAEKHYUN),R&B_Soul,Bambi - The 3rd Mini Album,"79,447"
0,20210704,30349593,사랑이 잘 (With 오혁),아이유,R&B_Soul,사랑이 잘,"209,028"
0,20210704,30732377,Boat,죠지,R&B_Soul,Boat,"106,127"
0,20210704,30390068,오늘 취하면 (Feat. 창모) (Prod. SUGA),SURAN (수란),R&B_Soul,WINE,"219,291"
0,20210704,31908033,We don't talk together (Feat. 기리보이) (Prod. SUGA),헤이즈 (Heize),R&B_Soul,We don't talk together,"119,903"
0,20210704,30806580,instagram,DEAN,R&B_Soul,instagram,"236,384"
0,20210704,33524116,Day By Day,조이 (JOY),R&B_Soul,안녕 (Hello) - Special Album,"16,393"
0,20210704,",1374406",여자,빅마마,R&B_Soul,YG Family 10주년 기념 앨범 'YG 10TH',"3,902"
0,20210704,32282389,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB),R&B_Soul,Red Moon : Happiness,"62,693"
0,20210704,33630428,I,권진아,R&B_Soul,I,"3,121"
0,20210704,"',665226",귀로,나얼,R&B_Soul,Back To The Soul Flight,"81,002"
0,20210704,",8233373",Bye bye my blue,백예린 (Yerin Baek),R&B_Soul,Bye bye my blue,"190,525"
0,20210704,",1615772",한여름날의 꿈 (Feat. 옥주현),SG 워너비,R&B_Soul,The Sentimental Chord,"28,352"
0,20210704,"',418598",친구라도 될 걸 그랬어,거미,R&B_Soul,Like Them,"84,011"
0,20210704,33608852,왜 (Feat. 개코),SOLE (쏠),R&B_Soul,왜,"3,970"
0,20210704,"',420520",거부,빅마마,R&B_Soul,Like The Bible,"5,294"
0,20210704,30132701,저 별,헤이즈 (Heize),R&B_Soul,저 별,"140,255"
0,20210704,31674786,그건 아마 우리의 잘못은 아닐 거야,백예린 (Yerin Baek),R&B_Soul,Our love is great,"158,351"
0,20210704,",8086947",한숨,이하이,R&B_Soul,SEOULITE,"258,137"
0,20210704,30461396,"무제(無題) (Untitled, 2014)",G-DRAGON,R&B_Soul,권지용,"219,611"
0,20210704,",1654819",벌써일년,브라운 아이즈,R&B_Soul,The Very Best Of Browneyes,"67,625"
0,20210704,32999763,놓아줘 (with 태연),Crush,R&B_Soul,with HER,"54,286"
0,20210704,30157753,Beautiful,Crush,R&B_Soul,도깨비 OST Part 4,"220,797"
0,20210704,31617588,"Can I Love ? (Feat. 유라(youra), Meego)",Cosmic Boy,R&B_Soul,Can I Love ?,"81,363"
0,20210704,30707718,RIDE (Feat. THAMA),SOLE (쏠),R&B_Soul,RIDE,"78,665"
0,20210704,30948698,꽃 길,BIGBANG,R&B_Soul,꽃 길,"200,943"
0,20210704,32556676,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB),R&B_Soul,Red Moon : SUPERNOVA,"43,454"
0,20210704,",9613173",목요일 밤 (Feat. 빈지노),어반자카파,R&B_Soul,목요일 밤,"128,070"
0,20210704,",1756995",My Story,브라운 아이드 소울,R&B_Soul,"The Wind, The Sea, The Rain","41,423"
0,20210704,33542376,캥거루,원슈타인,R&B_Soul,캥거루,"11,733"
0,20210704,",3348065",장마,정인,R&B_Soul,Melody Remedy,"73,706"
0,20210704,",8005879",Dream (Prod. by 박근태),수지 (SUZY),R&B_Soul,Dream,"201,763"
0,20210704,33403456,SUMMERIDE,박재범,R&B_Soul,SUMMERIDE,"13,468"
0,20210704,",8026677",잊어버리지마 (Feat. 태연),Crush,R&B_Soul,잊어버리지마,"176,423"
0,20210704,32550314,우리 만남이,폴킴,R&B_Soul,"정규 2집 '마음, 둘'","61,732"
0,20210704,30757693,기억의 빈자리,나얼,R&B_Soul,기억의 빈자리,"121,075"
0,20210704,",4082812",좋아 (JOAH),박재범,R&B_Soul,JOAH,"104,288"
0,20210704,",1139741",내사람 : Partner For Life,SG 워너비,R&B_Soul,The 3rd Masterpiece,"23,218"
0,20210704,",4433490",썸 (Feat. 릴보이 Of 긱스),소유 (SOYOU),R&B_Soul,썸,"177,758"
0,20210704,33628328,집 앞 카페,2PM,R&B_Soul,MUST,"4,510"
0,20210704,33077235,내 방을 여행하는 법,방탄소년단,R&B_Soul,BE,"110,389"
0,20210704,32243275,0310,백예린 (Yerin Baek),R&B_Soul,Every letter I sent you.,"76,545"
0,20210704,33610692,The Juice,샘김 (Sam Kim),R&B_Soul,The Juice,"5,200"
0,20210704,31691453,안녕이라는 말,송이한,R&B_Soul,안녕이라는 말,"36,589"
0,20210704,",7953958",우주를 건너,백예린 (Yerin Baek),R&B_Soul,FRANK,"148,787"
0,20210704,32048693,가끔 이러다,펀치 (Punch),R&B_Soul,가끔 이러다,"62,111"
0,20210704,",2676935",Love Ballad,브라운 아이드 소울,R&B_Soul,Love Ballad / Never Forget,"32,956"
0,20210704,32572926,Happy,태연 (TAEYEON),R&B_Soul,Happy,"85,673"
0,20210704,31302310,헤어지는 중,펀치 (Punch),R&B_Soul,헤어지는 중,"120,943"
0,20210704,",5771304",Oasis (Feat. ZICO),Crush,R&B_Soul,Oasis,"151,809"
0,20210704,",4671151","눈, 코, 입",태양,R&B_Soul,RISE,"176,427"
0,20210704,33142705,For You (Feat. Crush),이하이,R&B_Soul,For You,"43,589"
0,20210704,33503725,Why,헤이즈 (Heize),R&B_Soul,HAPPEN,"5,617"
0,20210704,33011180,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,인디음악,나랑 같이 걸을래 (바른연애 길잡이 X 적재),"105,413"
0,20210704,33601086,허리춤,오반 (OVAN),인디음악,허리춤,"15,906"
0,20210704,32224166,너의 번호를 누르고 (Prod. 영화처럼),#안녕,인디음악,너의 번호를 누르고,"80,216"
0,20210704,",3894276",오래된 노래,스탠딩 에그,인디음악,오래된 노래,"229,710"
0,20210704,32438894,어떻게 지내 (Prod. By VAN.C),오반 (OVAN),인디음악,어떻게 지내,"161,385"
0,20210704,31853557,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (MAKTUB),인디음악,Red Moon : To You My Light,"240,125"
0,20210704,33347390,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈),인디음악,이렇게 좋아해 본 적이 없어요 (소녀의 세계 X CHEEZE(치즈)),"46,633"
0,20210704,30773554,Downtown Baby,블루 (BLOO),인디음악,Downtown Baby,"188,871"
0,20210704,33476728,서울의 잠 못 이루는 밤 (Feat. 이수현),10CM,인디음악,5.2 (Feat. 이수현),"32,377"
0,20210704,32570501,서면역에서,순순희,인디음악,서면역에서,"53,111"
0,20210704,33643255,쪽빛 황홀 (Indigo Ecstasy) (Feat.XenomiX),마크툽 (MAKTUB),인디음악,Red Moon : Indigo Ecstasy,"2,678"
0,20210704,31151836,Way Back Home,숀 (SHAUN),인디음악,Take,"313,702"
0,20210704,31093710,여행,볼빨간사춘기,인디음악,Red Diary Page.2,"257,097"
0,20210704,31666417,주저하는 연인들을 위해,잔나비,인디음악,전설,"293,816"
0,20210704,33462463,닫힌엔딩 (Closed Ending),숀 (SHAUN),인디음악,#0055b7,"23,912"
0,20210704,32906021,별을 담은 시 (Ode To The Stars),마크툽 (MAKTUB),인디음악,Red Moon : Ode To The Stars,"46,811"
0,20210704,30514366,선물,멜로망스,인디음악,Moonlight,"309,326"
0,20210704,30290580,별 보러 가자,적재,인디음악,FINE,"123,851"
0,20210704,30611680,폰서트,10CM,인디음악,4.0,"174,098"
0,20210704,33043504,가을밤에 든 생각,잔나비,인디음악,잔나비 소곡집 l,"76,480"
0,20210704,33334097,비로소 너에게 도착했다 (Full Bloom),마크툽 (MAKTUB),인디음악,Red Moon : Full Bloom (滿開),"18,682"
0,20210704,32059630,조금 취했어 (Prod. 2soo),임재현,인디음악,조금 취했어,"108,865"
0,20210704,30657311,나의 사춘기에게,볼빨간사춘기,인디음악,Red Diary Page.1,"261,977"
0,20210704,",8119658",꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE),인디음악,두 번째 이야기,"88,518"
0,20210704,",5466962",스토커,10CM,인디음악,3.0,"233,220"
0,20210704,31960759,서툰 이별을 하려해 (Feat.전상근),윤토벤,인디음악,서툰 이별을 하려해,"57,925"
0,20210704,32583036,나비와 고양이 (feat.백현 (BAEKHYUN)),볼빨간사춘기,인디음악,사춘기집Ⅱ 꽃 본 나비,"160,015"
0,20210704,32915886,축하해 (Prod. By VAN.C),오반 (OVAN),인디음악,축하해,"43,267"
0,20210704,",8298724",뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비,인디음악,MONKEY HOTEL,"148,148"
0,20210704,",9620469",우주를 줄게,볼빨간사춘기,인디음악,Full Album RED PLANET,"274,330"
0,20210704,31709523,"나만, 봄",볼빨간사춘기,인디음악,사춘기집Ⅰ 꽃기운,"165,008"
0,20210704,33628470,이제와서,탑현,인디음악,이제와서,"2,360"
0,20210704,33293837,좋아해.. (바른연애 길잡이 X 죠지),죠지,인디음악,좋아해.. (바른연애 길잡이 X 죠지),"27,232"
0,20210704,32650659,어떻게 지내 (답가),런치,인디음악,어떻게 지내 (답가),"57,149"
0,20210704,33629513,"다시,꽃이 피는 봄날에 (feat. 윤도)",윤토벤,인디음악,"다시,꽃이 피는 봄날에","1,464"
0,20210704,32509043,안았어야해 (Feat. Futuristic Swaver),JAEHA (재하),인디음악,Life Like 18,"18,404"
0,20210704,31920854,비오는 날 뭐해,하은,인디음악,비오는 날 뭐해,"50,887"
0,20210704,30163110,좋다고 말해,볼빨간사춘기,인디음악,Full Album RED PLANET 'Hidden Track',"211,688"
0,20210704,32282389,마음이 말하는 행복 (Happiness) (Feat.이라온),마크툽 (MAKTUB),인디음악,Red Moon : Happiness,"62,693"
0,20210704,33509109,큰일이다,순순희,인디음악,큰일이다,"4,051"
0,20210704,32085144,있어줘요,장덕철,인디음악,있어줘요,"78,848"
0,20210704,31576009,이 노래가 클럽에서 나온다면,우디 (Woody),인디음악,이 노래가 클럽에서 나온다면,"123,640"
0,20210704,30657307,썸 탈꺼야,볼빨간사춘기,인디음악,Red Diary Page.1,"196,038"
0,20210704,30276635,오늘도 그대만 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊),인디음악,오늘도 그대만,"95,549"
0,20210704,",8124417",봄이 좋냐??,10CM,인디음악,3.2,"168,043"
0,20210704,31709524,별 보러 갈래?,볼빨간사춘기,인디음악,사춘기집Ⅰ 꽃기운,"103,470"
0,20210704,32038651,워커홀릭,볼빨간사춘기,인디음악,Two Five,"138,017"
0,20210704,30383949,TOMBOY,혁오 (HYUKOH),인디음악,23,"180,229"
0,20210704,",3620493",안아줘,정준일,인디음악,Lo9ve3r4s,"218,375"
0,20210704,30468654,남이 될 수 있을까,볼빨간사춘기,인디음악,남이 될 수 있을까,"182,815"
0,20210704,",5694902",Madeleine Love,CHEEZE (치즈),인디음악,CHEEZE 1.5집 Plain,"156,845"
0,20210704,",8083210","너, 너",스트레이 (The Stray),인디음악,her,"51,654"
0,20210704,",9620473",나만 안되는 연애,볼빨간사춘기,인디음악,Full Album RED PLANET,"196,674"
0,20210704,",5385974",위잉위잉,혁오 (HYUKOH),인디음악,20,"201,492"
0,20210704,31470006,행복,오반 (OVAN),인디음악,행복,"115,673"
0,20210704,30260502,니가 보고싶은 밤,윤딴딴,인디음악,니가 보고싶은 밤,"121,122"
0,20210704,32556676,너를 그린 우주 (Insomnia2020) (Feat. 이라온),마크툽 (MAKTUB),인디음악,Red Moon : SUPERNOVA,"43,454"
0,20210704,31575782,그대 없는 밤에 (Feat. 전상근),에이치코드 (H:CODE),인디음악,네 번째 이야기,"40,180"
0,20210704,30611679,pet,10CM,인디음악,4.0,"67,838"
0,20210704,",4451155",겨울을 걷는다,윤딴딴,인디음악,반오십,"124,546"
0,20210704,33594952,주르륵 (feat. OoOo),줍에이 (Joob A),인디음악,주르륵,"1,843"
0,20210704,",4848555",사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비,인디음악,봉춤을 추네,"104,973"
0,20210704,",3136472",사랑은 은하수 다방에서,10CM,인디음악,1.0,"75,479"
0,20210704,31164090,동화,멜로망스,인디음악,The Fairy Tale,"112,402"
0,20210704,33374274,안아줘 (Prod. VAN.C),오반 (OVAN),인디음악,안아줘,"15,266"
0,20210704,",8155478",심술,볼빨간사춘기,인디음악,Half Album RED ICKLE,"141,630"
0,20210704,",8194007",오늘,오왠 (O.WHEN),인디음악,When I Begin,"115,800"
0,20210704,31263577,매트리스,10CM,인디음악,4.1,"94,665"
0,20210704,30086173,비행운,문문 (MoonMoon),인디음악,LIFE IS BEAUTY FULL,"208,203"
0,20210704,31591571,그대가 살아서,정동원,인디음악,그대가 살아서,"41,611"
0,20210704,"',420424",고백,델리스파이스,인디음악,Espresso,"111,105"
0,20210704,31835421,대충 입고 나와,우디 (Woody),인디음악,대충 입고 나와,"56,151"
0,20210704,",4399703",고백,정준일,인디음악,보고싶었어요,"109,278"
0,20210704,30444666,나랑 아니면,검정치마,인디음악,TEAM BABY,"90,769"
0,20210704,32194058,잘 지내,적재,인디음악,하루,"51,696"
0,20210704,31624517,바라봐줘요,죠지,인디음악,바라봐줘요,"55,496"
0,20210704,",2627301",고백,뜨거운 감자,인디음악,시소,"72,908"
0,20210704,31172510,헤어지던 밤,어쿠루브,인디음악,헤어지던 밤,"36,150"
0,20210704,33149395,붙잡고 싶어도,#안녕,인디음악,붙잡고 싶어도,"13,382"
0,20210704,31914848,인사,멜로망스,인디음악,인사,"80,425"
0,20210704,",3472354",Little Star,스탠딩 에그,인디음악,Lucky,"126,890"
0,20210704,32334447,진인사대천명,호미들,인디음악,진인사대천명(盡人事待天命),"9,394"
0,20210704,30657308,Blue,볼빨간사춘기,인디음악,Red Diary Page.1,"134,932"
0,20210704,31148026,웃으며,임재현,인디음악,웃으며,"45,900"
0,20210704,",9620471",You(=I),볼빨간사춘기,인디음악,Full Album RED PLANET,"114,221"
0,20210704,30616707,She (Hidden Track No.V 1월 선정곡),잔나비,인디음악,She,"87,277"
0,20210704,31726704,yours,데이먼스 이어 (Damons year),인디음악,yours,"28,350"
0,20210704,32332594,그때는 이 거리가 아름다웠다,잠골버스,인디음악,그때는 이 거리가 아름다웠다,"17,129"
0,20210704,",5371629",그게 뭐라고,어쿠루브,인디음악,그게 뭐라고,"85,396"
0,20210704,31296960,달이 참 예쁘다고,이승윤,인디음악,달이 참 예쁘다고,"13,191"
0,20210704,33175321,너밖에 안보여,임재현,인디음악,너밖에 안보여,"10,878"
0,20210704,32194039,끝난 사이,보라미유,인디음악,끝난 사이,"30,345"
0,20210704,30230986,우리집을 못 찾겠군요 (Feat. 볼빨간사춘기),매드클라운,인디음악,우리집을 못 찾겠군요,"97,122"
0,20210704,32173707,모자라(we need more),호미들,인디음악,B.F.A.M(Brother from another mom),"10,585"
0,20210704,30829858,#첫사랑,볼빨간사춘기,인디음악,#첫사랑,"119,253"
0,20210704,31083695,하염없이 (Feat. 정동원),T.P RETRO (타디스 프로젝트舊),인디음악,하염없이,"34,979"
0,20210704,",2939095",널 생각해,원 모어 찬스 (one more chance),인디음악,원모어찬스,"129,614"
0,20210704,31236055,"Gloomy Star (Feat. 1ho, Chan)",공기남,인디음악,Airman Morning Diaries #4,"57,255"
0,20210704,33462462,Blue (Feat. 원슈타인),숀 (SHAUN),인디음악,#0055b7,"5,094"
0,20210704,33461712,아무래도 난,노틸러스,인디음악,아무래도 난,"4,314"
0,20210704,33480898,신호등,이무진,록_메탈,신호등,"84,018"
0,20210704,33589488,비와 당신,이무진,록_메탈,슬기로운 의사생활 시즌2 OST Part 1,"46,177"
0,20210704,33527705,안녕 (Hello),조이 (JOY),록_메탈,안녕 (Hello) - Special Album,"81,660"
0,20210704,32578498,에잇(Prod.&Feat. SUGA of BTS),아이유,록_메탈,에잇,"361,586"
0,20210704,32183386,Blueming,아이유,록_메탈,Love poem,"311,009"
0,20210704,33346446,On The Ground,로제 (ROSÉ),록_메탈,R,"129,791"
0,20210704,32003395,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,록_메탈,멜로가 체질 OST Part 3,"289,448"
0,20210704,33638428,나는 너 좋아,장범준,록_메탈,슬기로운 의사생활 시즌2 OST Part 3,"6,872"
0,20210704,32143487,Love poem,아이유,록_메탈,Love poem,"305,318"
0,20210704,32345931,시작,가호 (Gaho),록_메탈,이태원 클라쓰 OST Part.2,"215,100"
0,20210704,31093710,여행,볼빨간사춘기,록_메탈,Red Diary Page.2,"257,097"
0,20210704,31666417,주저하는 연인들을 위해,잔나비,록_메탈,전설,"293,816"
0,20210704,33643965,Yellow Cab,DPR LIVE,록_메탈,Yellow Cab,"7,324"
0,20210704,30290580,별 보러 가자,적재,록_메탈,FINE,"123,851"
0,20210704,31684636,노래방에서,장범준,록_메탈,장범준 3집,"189,721"
0,20210704,33043504,가을밤에 든 생각,잔나비,록_메탈,잔나비 소곡집 l,"76,480"
0,20210704,33527479,0X1=LOVESONG (I Know I Love You) feat. Seori,투모로우바이투게더,록_메탈,혼돈의 장: FREEZE,"44,587"
